time_ave,time_sd,data_ave,data_sd
1307.95,1820.351078089059,731.366666667,914.212319735167
322.4664031620553,222.07794241575593,90.7114624506,7.970284921805225
548.6442953020135,731.1329360099044,96.644295302,23.533803711275638
10781.42857142857,14221.826322915902,102.857142857,31.493439550069432
267.8137254901961,70.18738649768649,904.300653595,228.06925003171867
157.08221797323137,1156.3967620378703,472.984703633,737.1446901532169
3010.423076923077,7995.170889466664,96.9230769231,23.982241950953686
1398.581818181818,2407.074268529095,91.6363636364,12.024767828208335
1549.8867924528302,1042.3265641963337,2661.18867925,1696.4921973651683
4132.166666666667,801.9312972789847,612.111111111,39.88440086172495
356.6288209606987,552.025414933652,91.1790393013,10.23344533594966
2014.3076923076924,1673.7051658665935,3058.05128205,1415.1176257845311
288.63732394366195,41.66227582167772,489.654929577,5.804983015646277
20456.0,0.0,90.0,0.0
7690.7,12409.491529067582,99.0,27.0
3721.714285714286,1479.7408763781887,221.142857143,66.46036105707473
584.4191176470588,756.892520491313,95.9558823529,22.373128461675407
398.18,2960.100029998992,445.94,674.8738077596431
15417.5,4378.5,90.0,0.0
321.3898305084746,2843.5470360690783,425.601694915,548.9623360830905
59.396198830409354,5.3495682337878145,72.9780701754,35.23479455244402
3377.1304347826085,3457.791256610369,105.652173913,34.11312216684005
130.06879194630872,1165.8147107917891,468.593959732,741.5477937620165
602.9777777777778,46.04610679109892,113.0,0.0
331.9146341463415,313.7034175396973,90.7317073171,8.081971475990674
288.63732394366195,41.66227582167772,823.711267606,4.857230686561187
26967.5,26908.5,90.0,0.0
6368.75,15294.749938704457,97.5,24.8746859276655
58.95794053662074,1.561307105452779,875.334300218,95.115695694836
2154.184210526316,2987.7818198303216,101.842105263,30.42291926525951
213.2109375,95.08356952108547,754.877604167,394.06422398313117
29097.5,6958.5,90.0,0.0
1745.6,2666.177158404895,100.0,28.284271247461902
2138.3947368421054,1788.002671896533,2589.73684211,1737.2915200060022
