time_ave,time_sd,data_ave,data_sd
1268.9848484848485,1803.9452596380058,684.545454545,848.6674971160123
340.996,424.95122071127236,91.08,9.799673463947647
496.3905325443787,859.5630175921608,97.4556213018,24.80765261293943
5222.6875,12742.771832095392,95.625,21.78553132241672
277.762987012987,60.043536641144264,918.201298701,191.92564441816103
208.77944862155388,2357.5101796379004,421.844611529,660.5697972640252
4386.4375,9806.903422900306,95.625,21.78553132241672
1158.1527777777778,2179.693369488535,95.0,20.615528128088304
1764.8863636363637,1813.9236504919525,2525.47727273,1689.266913199014
4183.1578947368425,562.3125430949265,622.0,0.0
356.73640167364016,530.4482054986695,91.129707113,10.019850398397558
2192.1315789473683,1630.4472129651815,3136.28947368,1276.7206945900346
290.04745762711866,39.44003539351124,493.593220339,40.45466960709524
3814.9333333333334,11568.112242808773,90.0,0.0
4054.235294117647,9042.799069063749,100.588235294,28.997076573802918
3955.95,1081.8469150023027,243.0,49.78554006938159
458.8864864864865,870.3551267006719,97.7837837838,25.297297297297266
217.50709219858157,2136.465308847098,433.074468085,716.7441441779428
9398.833333333334,17266.169044470233,90.0,0.0
148.2895622895623,1441.8898596398215,410.218855219,712.4514627555535
59.29510489510489,4.733415341293541,72.3692307692,36.43809815715365
2217.3947368421054,3139.8680121394445,101.842105263,30.422919265259512
182.18259023354565,1402.498158085643,443.50955414,718.9841585074932
598.5704225352113,5.100949769783878,113.0,0.0
322.085020242915,228.04549953151573,90.7287449393,8.065728444963899
290.04745762711866,39.44003539351124,813.53220339,66.96023216622845
7815.272727272727,15310.798233991054,90.0,0.0
10618.875,17078.15403108237,112.5,38.97114317029974
3270.705882352941,11080.48127944283,95.2941176471,21.176470588235293
58.959694232105626,1.5284338333561809,866.555246699,101.7965969778963
1875.340909090909,2956.0014911361545,96.1363636364,22.685188308564715
224.94473684210527,93.56860471380685,799.576315789,379.1084027267203
1593.2380952380952,5122.518836375806,98.5714285714,26.418917155581322
1235.5072463768115,2403.469108849511,101.739130435,30.310304448579807
1600.867924528302,1689.2613998122652,2474.9245283,1698.6340222289891
