@relation communication_pattern.2016-0924-1007pattern-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S2-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S2-weka.filters.supervised.instance.SMOTE-C3-K5-P70.0-S2-weka.filters.supervised.instance.SMOTE-C1-K1-P500.0-S2-weka.filters.supervised.instance.SMOTE-C1-K5-P500.0-S2-weka.filters.supervised.instance.SMOTE-C1-K5-P500.0-S2

@attribute timeave_1 numeric
@attribute timesd_1 numeric
@attribute dataave_1 numeric
@attribute datasd_1 numeric
@attribute class {streaming,kensaku,sencing}

@data
986.433735,2192.413926,97.590361,25.010377,sencing
218.58312,92.719927,775.84399,388.614864,sencing
2584.85,6039.351143,99,27,sencing
1612.150943,3032.213597,98.490566,26.307057,sencing
1493.490909,1177.286091,2770.545455,1631.976223,sencing
1290.765625,1825.101664,724.625,878.952742,sencing
337.439516,402.486651,90.362903,5.703472,sencing
409.859551,679.55032,96.573034,23.417264,sencing
1438.865385,3866.434374,100.384615,28.753698,sencing
280.545752,53.796939,917.418301,170.015113,sencing
246.908475,2529.450211,402.80678,623.71801,sencing
1491.512195,4430.551335,90,0,sencing
1174.9,2251.714624,93.857143,18.228146,sencing
1973.255814,1826.964379,2585.186047,1722.784661,sencing
4116.526316,923.706855,622,0,sencing
394.460094,760.287748,92.112676,13.626351,sencing
2347.371429,1980.357516,3228.628571,1275.479161,sencing
291.044068,36.094811,491.99322,29.025529,sencing
8095.5,8036.5,90,0,sencing
1881.28125,4778.124771,98.4375,26.233254,sencing
4099.65,1420.742773,226.8,47.076109,sencing
565.178808,1434.604415,95.960265,22.380775,sencing
184.135193,1441.327178,421.341202,601.081527,sencing
4743.818182,10732.663457,106.363636,34.712515,sencing
236.397101,1679.304468,419.478261,655.493309,sencing
59.46391,5.693459,74.081289,36.52846,sencing
3129.130435,3360.470261,101.73913,30.310304,sencing
197.708092,1835.10699,428.534682,653.340815,sencing
598.528169,5.602683,113,0,sencing
483.417143,1121.861704,93.085714,16.376589,sencing
289.077441,40.872934,805.306397,70.741839,sencing
2733.357143,4369.68188,99.642857,27.836531,sencing
946.1625,2534.904892,95.625,21.785531,sencing
3563.708333,9768.83266,101.25,29.764702,sencing
58.959694,1.528434,866.977067,101.590986,sencing
2141.447368,2981.629462,99.473684,27.620298,sencing
218.778061,93.217292,770.262755,388.025877,sencing
2534.347826,5354.454428,93.913043,18.353801,sencing
1306.703125,2318.06092,95.625,21.785531,sencing
1766.93617,2173.229428,2825.340426,1591.999242,sencing
1293.640625,1835.240493,725.65625,890.516901,sencing
473.620112,1584.103624,91.005587,9.459999,sencing
415.717822,750.203117,97.128713,24.30567,sencing
4774.117647,11150.643885,100.588235,28.997077,sencing
276.854369,60.484196,912.944984,181.403911,sencing
157.14977,1395.575533,394.571429,640.460358,sencing
12178.5,21351.619172,105,33.54102,sencing
1263.432836,2880.062843,95.373134,21.323966,sencing
2571.636364,2491.90629,2468.969697,1720.916449,sencing
4097.789474,956.107821,622,0,sencing
321.630189,240.926637,91.018868,9.521556,sencing
1956.071429,1956.53124,3566.52381,775.217028,sencing
289.057432,42.850621,491.655405,28.432522,sencing
1909.225806,5500.357547,95.806452,22.110309,sencing
13556,0,90,0,sencing
4298.833333,251.463328,228,28.774989,sencing
606.673759,1265.70167,94.468085,19.549012,sencing
279.29108,2475.224907,387.399061,518.83599,sencing
2198.909091,5932.965554,100.909091,29.373626,sencing
167.509766,1433.52432,403.923828,652.469596,sencing
59.210894,4.16995,75.582402,35.053374,sencing
2149.925,3924.030819,94.5,19.615045,sencing
264.762887,1912.70344,395.381443,642.143968,sencing
598.556338,5.268194,113,0,sencing
365.591743,577.264256,91.238532,10.484938,sencing
289.057432,42.850621,810.756757,47.348852,sencing
3058.863636,9828.314034,102.272727,30.885686,sencing
1712.54,6807.188028,99,27,sencing
1538.589286,4880.650717,90,0,sencing
58.959694,1.528434,867.243919,102.380856,sencing
1351.95,2970.132396,99,27,sencing
222.005195,91.338844,789.701299,376.472578,sencing
17878.25,24087.823723,90,0,sencing
948.719512,2246.134193,94.390244,19.386792,sencing
1694.857143,1596.217263,2572.142857,1716.952164,sencing
1311.484375,1863.369369,726.6875,883.008173,sencing
363.846809,588.909416,90.765957,8.267374,sencing
483.664671,1048.524276,96.467066,23.242482,sencing
1174.518519,4630.15342,93.333333,16.996732,sencing
274.766026,63.84195,920.432692,229.10989,sencing
260.451515,2205.435809,422.718182,712.296144,sencing
4816.588235,8564.254654,95.294118,21.176471,sencing
1219.279412,2342.840645,93.970588,18.482082,sencing
1614.365385,1793.699036,3050.192308,2590.660274,sencing
4214.736842,962.496088,622,0,sencing
428.658291,1092.857949,91.356784,10.966754,sencing
2648.966667,1872.297172,3379.966667,1092.075134,sencing
55018,0,156,0,sencing
286.755853,49.399578,498.849498,139.120556,sencing
2554.235294,7515.013737,95.294118,21.176471,sencing
2017.975,5555.506095,94.5,19.615045,sencing
3604.409091,1503.894298,240.545455,70.45871,sencing
451.836842,950.545804,93.789474,18.074638,sencing
154.331481,1004.99393,2356.192593,17977.37108,kensaku
8978.888889,14796.152957,110,37.416574,sencing
391.089109,3682.407845,881.534653,4497.285915,sencing
59.210747,4.168499,70.664341,35.443709,sencing
2705.172414,3537.15245,99.310345,27.408913,sencing
177.260526,1171.183265,1739.581579,15393.168468,kensaku
594.377622,38.272633,113.944056,9.580557,sencing
367.271552,708.417152,90.775862,8.320194,sencing
46738,0,555,0,sencing
287.721477,47.095999,813.47651,66.62462,sencing
3662.105263,10067.223884,94.736842,20.096719,sencing
3605.555556,9437.982684,100,28.284271,sencing
2961.296296,9483.396058,96.666667,23.570226,sencing
58.959694,1.528434,866.924253,101.34507,sencing
1424.537037,2623.742399,100,28.284271,sencing
214.636591,92.694614,775.135338,408.009689,sencing
1222.977778,3602.082882,94,18.547237,sencing
46738,0,158740,0,kensaku
1464.537037,2775.701931,95,20.615528,sencing
1663.686275,1454.059908,3088.921569,2600.637108,sencing
1268.984848,1803.94526,684.545455,848.667497,sencing
340.996,424.951221,91.08,9.799673,sencing
496.390533,859.563018,97.455621,24.807653,sencing
5222.6875,12742.771832,95.625,21.785531,sencing
277.762987,60.043537,918.201299,191.925644,sencing
208.779449,2357.51018,421.844612,660.569797,sencing
4386.4375,9806.903423,95.625,21.785531,sencing
1158.152778,2179.693369,95,20.615528,sencing
1764.886364,1813.92365,2525.477273,1689.266913,sencing
4183.157895,562.312543,622,0,sencing
356.736402,530.448205,91.129707,10.01985,sencing
2192.131579,1630.447213,3136.289474,1276.720695,sencing
290.047458,39.440035,493.59322,40.45467,sencing
3814.933333,11568.112243,90,0,sencing
4054.235294,9042.799069,100.588235,28.997077,sencing
3955.95,1081.846915,243,49.78554,sencing
458.886486,870.355127,97.783784,25.297297,sencing
217.507092,2136.465309,433.074468,716.744144,sencing
9398.833333,17266.169044,90,0,sencing
148.289562,1441.88986,410.218855,712.451463,sencing
59.295105,4.733415,72.369231,36.438098,sencing
2217.394737,3139.868012,101.842105,30.422919,sencing
182.18259,1402.498158,443.509554,718.984159,sencing
598.570423,5.10095,113,0,sencing
322.08502,228.0455,90.728745,8.065728,sencing
290.047458,39.440035,813.532203,66.960232,sencing
7815.272727,15310.798234,90,0,sencing
10618.875,17078.154031,112.5,38.971143,sencing
3270.705882,11080.481279,95.294118,21.176471,sencing
58.959694,1.528434,866.555247,101.796597,sencing
1875.340909,2956.001491,96.136364,22.685188,sencing
224.944737,93.568605,799.576316,379.108403,sencing
1593.238095,5122.518836,98.571429,26.418917,sencing
1235.507246,2403.469109,101.73913,30.310304,sencing
1600.867925,1689.2614,2474.924528,1698.634022,sencing
1259.776119,1843.347797,718.835821,885.906359,sencing
383.685185,684.273211,92.083333,13.533651,sencing
418.658291,694.38104,96.331658,23.016502,sencing
1998.703704,3857.936801,96.666667,23.570226,sencing
275.244373,60.988572,912.482315,200.981672,sencing
257.299401,2270.564504,419.817365,741.160431,sencing
4206.466667,7878.21379,96,22.449944,sencing
2075.390244,3300.661611,96.585366,23.437489,sencing
1571.074074,1784.496774,2398.592593,1703.527327,sencing
4009.6,1283.990202,622,0,sencing
366.175966,658.960769,90.772532,8.302475,sencing
2321.628571,2107.899036,2889.485714,1402.904912,sencing
289.243243,41.448702,493.581081,40.386814,sencing
3433.08,6737.73062,100.8,29.246538,sencing
4451.285714,8155.114569,96.428571,23.178544,sencing
3609.545455,1740.081731,225.818182,64.382124,sencing
566.184211,1088.383576,96.513158,23.318726,sencing
232.016575,2063.759061,448.428177,696.017294,sencing
1430.636364,4066.026501,96.136364,22.685188,sencing
186.189873,1431.17077,459.598101,823.478893,sencing
59.421864,5.470827,72.256482,33.822884,sencing
3185.37037,3725.898193,96.666667,23.570226,sencing
170.530752,1560.475802,1194.849658,10126.70109,kensaku
598.521127,5.686305,113,0,sencing
404.175355,741.67459,91.706161,12.273692,sencing
288.265993,43.286065,810.996633,74.953296,sencing
1842.733333,3941.000067,103.866667,36.445149,sencing
1513,3221.512786,90,0,sencing
3037.6,5906.592016,99,27,sencing
58.959694,1.528434,866.269632,101.917636,sencing
1409.928571,2792.14976,94.821429,20.2653,sencing
215.949495,90.472092,770.469697,397.314021,sencing
1705.444444,5291.851201,97.5,24.874686,sencing
930.632184,1985.52941,95.172414,20.946679,sencing
1499.928571,1647.003858,2642.464286,1609.556527,sencing
1373.177419,1849.964337,753,927.935256,sencing
406.709524,898.38193,92.142857,13.720981,sencing
473.880682,936.243183,96.647727,23.539396,sencing
2647.428571,3156.364629,102.857143,31.49344,sencing
273.309904,64.767634,920.476038,225.388455,sencing
198.456359,1591.899918,433.546135,665.196353,sencing
58858,0,90,0,sencing
1262.734375,2387.562134,92.8125,15.659337,sencing
1472.666667,1189.591369,2344.666667,1690.605044,sencing
4033.95,1031.807418,580.5,108.085383,sencing
318.473881,169.575049,90.335821,5.487359,sencing
1728.765957,1488.860756,2596.148936,1675.342518,sencing
290.047458,38.826748,491.627119,46.962913,sencing
3223.9375,6483.107332,101.25,29.764702,sencing
14518.75,25045.021665,90,0,sencing
3637.136364,1455.924021,218.454545,64.053761,sencing
511.721212,894.9112,98.727273,26.632485,sencing
170.154195,1389.354418,440.614512,699.232304,sencing
1656.27027,4169.660578,94.864865,20.35119,sencing
261.246201,2210.372963,449.091185,722.581246,sencing
59.124739,2.74067,72.995122,35.01672,sencing
2550.84375,3333.712796,98.4375,26.233254,sencing
298.996441,2247.304436,435.793594,672.205876,sencing
602.822695,45.230738,113,0,sencing
365.634043,588.49125,91.531915,11.641545,sencing
33298,0,1657977,0,kensaku
289.064189,40.517755,823.668919,87.192618,sencing
3163.9375,7453.253195,95.625,21.785531,sencing
2544.424242,7253.501537,92.727273,15.427784,sencing
1403.261905,3647.636019,96.428571,23.178544,sencing
58.959694,1.528434,875.123002,93.816476,sencing
1110.652778,2280.442526,100,28.284271,sencing
211.522277,96.375026,750,408.502009,sencing
1501.163636,2723.984727,99.818182,28.057792,sencing
1663.686275,1535.841093,2361.372549,1751.883938,sencing
1307.95,1820.351078,731.366667,914.21232,sencing
322.466403,222.077942,90.711462,7.970285,sencing
548.644295,731.132936,96.644295,23.533804,sencing
10781.428571,14221.826323,102.857143,31.49344,sencing
267.813725,70.187386,904.300654,228.06925,sencing
157.082218,1156.396762,472.984704,737.14469,sencing
3010.423077,7995.170889,96.923077,23.982242,sencing
1398.581818,2407.074269,91.636364,12.024768,sencing
1549.886792,1042.326564,2661.188679,1696.492197,sencing
4132.166667,801.931297,612.111111,39.884401,sencing
356.628821,552.025415,91.179039,10.233445,sencing
2014.307692,1673.705166,3058.051282,1415.117626,sencing
288.637324,41.662276,489.65493,5.804983,sencing
20456,0,90,0,sencing
7690.7,12409.491529,99,27,sencing
3721.714286,1479.740876,221.142857,66.460361,sencing
584.419118,756.89252,95.955882,22.373128,sencing
398.18,2960.10003,445.94,674.873808,sencing
15417.5,4378.5,90,0,sencing
321.389831,2843.547036,425.601695,548.962336,sencing
59.396199,5.349568,72.97807,35.234795,sencing
3377.130435,3457.791257,105.652174,34.113122,sencing
130.068792,1165.814711,468.59396,741.547794,sencing
602.977778,46.046107,113,0,sencing
331.914634,313.703418,90.731707,8.081971,sencing
288.637324,41.662276,823.711268,4.857231,sencing
26967.5,26908.5,90,0,sencing
6368.75,15294.749939,97.5,24.874686,sencing
58.957941,1.561307,875.3343,95.115696,sencing
2154.184211,2987.78182,101.842105,30.422919,sencing
213.210938,95.08357,754.877604,394.064224,sencing
29097.5,6958.5,90,0,sencing
1745.6,2666.177158,100,28.284271,sencing
2138.394737,1788.002672,2589.736842,1737.29152,sencing
1382.866667,1866.325297,772.75,933.0922,sencing
461.118919,1037.688162,91.945946,13.090013,sencing
382.67619,557.841529,97.285714,24.548577,sencing
1419.780488,3596.458553,94.390244,19.386792,sencing
271.926984,65.98281,914.755556,236.016613,sencing
240.673611,2406.702906,403.604167,594.193498,sencing
3358.111111,6124.225637,90,0,sencing
1228.878788,2469.838245,95.454545,21.474567,sencing
1660.84,1612.439486,2517.3,1722.128291,sencing
4148.052632,965.109946,608.684211,37.871045,sencing
356.057269,514.669811,91.189427,10.277827,sencing
1731.489796,1496.14157,3044.326531,1455.724357,sencing
291.421769,35.924131,493,40.706265,sencing
1505.488889,4732.510748,98,25.612497,sencing
2192.641026,7041.512234,96.923077,23.982242,sencing
3910.6,1314.055037,216,61.569473,sencing
593.873239,1076.362195,98.873239,26.830154,sencing
430.36,3886.941943,442.65,724.585915,sencing
1541.421053,4010.033473,99.473684,27.620298,sencing
139.054054,1043.064403,435.216216,686.586878,sencing
59.421569,5.468923,72.264706,36.887595,sencing
2186.2,3242.543312,95.142857,20.890384,sencing
198.113514,1428.756342,441.12973,701.763508,sencing
602.77305,44.643325,113,0,sencing
402.029703,722.262842,92.673267,15.278995,sencing
291.421769,35.924131,829.272109,67.265952,sencing
2292.538462,4246.373016,96.923077,23.982242,sencing
2088.560976,4835.057737,98.780488,26.704811,sencing
1421.090909,3442.982163,96.136364,22.685188,sencing
58.959694,1.528434,875.42877,94.680797,sencing
1467.078431,2496.482921,93.529412,17.469697,sencing
207.669903,96.125614,732.15534,410.53643,sencing
2654.466667,5146.380966,96,22.449944,sencing
1217.411765,2442.097858,99.264706,27.349383,sencing
1711.947368,1808.498169,2556.684211,1724.988682,sencing
1453.344828,1895.09771,799.913793,943.5161,sencing
358.462185,538.541429,90.378151,5.821565,sencing
500.482353,861.853852,96.882353,23.917462,sencing
5936.333333,4375.405607,120,42.426407,sencing
279.562092,65.208748,931.581699,188.042153,sencing
254.632353,1989.976717,440.341912,720.255881,sencing
973.666667,2731.942085,97.5,24.874686,sencing
1751.081633,2654.31044,99.183673,27.243178,sencing
1614.230769,1938.044222,2826.711538,1822.717195,sencing
4185.947368,832.756581,616.578947,39.776105,sencing
365.918455,500.976006,91.545064,11.690533,sencing
2623.75,2284.149609,2920.03125,1694.182131,sencing
291.013605,48.530513,488.632653,43.815566,sencing
5164.2,8976.534931,90,0,sencing
1876.176471,3944.891622,95.294118,21.176471,sencing
3585,1666.050201,203.727273,68.94608,sencing
458.144509,776.336206,97.803468,25.326232,sencing
192.164491,1618.602134,433.885117,664.920284,sencing
2821.888889,6779.880668,95,20.615528,sencing
431.184211,3929.468675,425.782895,679.929698,sencing
59.977369,18.646061,71.257426,35.405754,sencing
2787.689655,3137.654045,99.310345,27.408913,sencing
135.290679,959.494399,683.473934,6094.808861,kensaku
611.460432,84.028196,113,0,sencing
363.561702,564.227108,90.765957,8.267374,sencing
289.040541,41.468953,817.155405,92.659666,sencing
808.666667,1786.695989,101.25,29.764702,sencing
1424.538462,2727.873012,90,0,sencing
2903.666667,6922.150982,101.25,29.764702,sencing
59.168759,3.856126,869.297768,112.901383,sencing
1324.5,2363.634014,97.03125,24.153137,sencing
217.452926,96.595526,762.875318,395.450498,sencing
3118.2,4962.707906,90,0,sencing
1471.784314,2484.650165,97.058824,24.196428,sencing
1257.885246,1279.250217,2753.852459,2039.342548,sencing
1380.677419,1996.190249,712.532258,889.482846,sencing
344.419355,416.535695,91.08871,9.838627,sencing
406.230769,614.867485,94.759615,20.14228,sencing
5505,10842.84093,96.428571,23.178544,sencing
277.909091,58.581984,927.496753,195.639171,sencing
186.515152,1639.669438,442.564103,719.410655,sencing
4102.764706,6931.112529,95.294118,21.176471,sencing
1481.384615,2359.970829,98.653846,26.53219,sencing
1498.714286,1424.305918,2209.785714,1739.706068,sencing
4514.777778,981.246801,608.777778,38.906663,sencing
375.581498,676.344682,91.585903,11.841292,sencing
1845.311111,1494.994193,3131.444444,1911.872875,sencing
291.190476,35.113293,490.22449,37.750937,sencing
12490,11303.210296,90,0,sencing
2109.75,4890.579458,92.8125,15.659337,sencing
4024.2,1648.085483,224.1,64.518137,sencing
610.028571,1085.910901,97.071429,24.216182,sencing
253.572438,2384.593245,919.34629,4866.500218,kensaku
4475.727273,6916.29261,98.181818,25.873181,sencing
267.062893,2170.623525,426.314465,633.277137,sencing
59.578652,5.936177,68.191011,32.757837,sencing
3047.869565,2769.072413,97.826087,25.35942,sencing
204.433333,2009.866381,441.004762,720.859391,sencing
602.716312,43.971997,113,0,sencing
337.118577,355.492646,91.067194,9.742101,sencing
290.2,38.319407,820.847458,78.288821,sencing
9897,13297.143603,90,0,sencing
8371,13491.934352,115.714286,40.657856,sencing
2003.333333,4841.146409,93.75,17.984368,sencing
58.959694,1.528434,876.90688,162.544328,sencing
2376.888889,2989.669694,97.5,24.874686,sencing
215.382872,92.011688,756.692695,397.803391,sencing
3705.933333,7046.54854,102,30.594117,sencing
1254.138462,2286.689511,94.153846,18.883636,sencing
1728.446809,1675.604061,2516.042553,1716.499902,sencing
1436.916667,1992.69819,734.15,920.714574,sencing
384.112613,743.35562,91.621622,11.971478,sencing
542.496732,1137.135934,95.294118,21.176471,sencing
2068.807692,4470.078833,96.923077,23.982242,sencing
275.254019,59.786892,931.327974,220.799181,sencing
187.025404,1154.550128,445.34873,703.754222,sencing
3094.75,7213.789794,94.5,19.615045,sencing
1580.145833,2393.403095,99.375,27.492897,sencing
1285.287879,1378.081756,2582.272727,1680.455219,sencing
4568.722222,672.31456,614.611111,37.078204,sencing
358.726891,538.302683,91.512605,11.569204,sencing
2737.548387,4011.334585,2924.419355,2194.905109,sencing
290.237288,38.776779,494.983051,49.819434,sencing
4959.9375,9794.005217,101.25,29.764702,sencing
2904.47619,7209.541942,102.857143,31.49344,sencing
4287.157895,1283.551006,238.736842,53.473891,sencing
458.759358,765.947786,93.850267,18.212619,sencing
183.75641,1501.622372,437.382051,657.081914,sencing
2596.833333,7011.918625,96,22.449944,sencing
177.860465,1479.532525,424.651163,676.447426,sencing
59.294899,4.731768,68.033543,33.293292,sencing
2125.527778,2785.054812,100,28.284271,sencing
207.915254,2421.540531,768.966102,6853.189566,kensaku
602.794326,44.895074,113,0,sencing
384.653153,717.159469,92.027027,13.353786,sencing
290.237288,38.776779,832.020339,82.035872,sencing
1485.025641,3662.677348,96.923077,23.982242,sencing
2964,5220.81134,94.736842,20.096719,sencing
1640.129032,5154.062555,95.806452,22.110309,sencing
58.959694,1.528434,860.695622,160.609966,sencing
2269.757576,3082.03989,98.181818,25.873181,sencing
209.061125,87.433153,744.261614,412.867014,sencing
3911.5,8674.878499,96.428571,23.178544,sencing
1502.181818,2390.793965,96.545455,23.371948,sencing
148.745356,1004.804831,926.551811,17581.855868,kensaku
135.530197,994.612851,2231.083561,9146.753254,kensaku
167.02857,1023.421365,1871.999911,17001.785116,kensaku
163.693069,1063.557189,1743.474465,16525.190467,kensaku
197.028969,1248.027406,2095.464059,11377.050359,kensaku
173.748121,1010.989661,1883.021113,16986.695446,kensaku
233.184897,2055.17763,1731.518011,9706.567149,kensaku
172.06784,1148.410936,1704.979488,6720.935783,kensaku
158.731689,1165.323276,1818.546439,17936.082211,kensaku
171.765579,1158.921016,1253.444461,11041.975668,kensaku
9919.855494,305.166028,67244.93009,14163.632539,kensaku
5559.348914,494.916158,132241.584817,2405.708017,kensaku
24950.391866,1248.492671,121882.804069,2704.516832,kensaku
22151.671762,44.689526,71034.729762,6049.870427,kensaku
3023.670984,590.16161,31817.905218,5565.811932,kensaku
200.44573,1844.135016,913.210745,7728.767238,kensaku
221.203559,2375.611502,1022.20029,7035.482875,kensaku
148.340206,1453.510128,943.467023,6457.865669,kensaku
206.5824,2174.714883,926.135222,5686.814893,kensaku
174.110646,1546.139553,1531.051147,11041.360859,kensaku
2852.690289,510.550462,175920.643479,1932.932154,kensaku
3516.490312,1035.245162,1148629.207226,5757.856957,kensaku
31978.496791,855.069762,83899.922159,6075.035912,kensaku
37697.153238,0,680666.80748,0,kensaku
12473.828057,4.790906,1551215.939611,78.687481,kensaku
136.830222,1823.630149,767.025811,6520.877693,kensaku
153.780634,1001.663188,2335.000954,16172.529338,kensaku
145.944048,985.303195,1348.681213,13365.240803,kensaku
170.764544,1095.427819,1198.731243,14703.235187,kensaku
148.166025,996.925359,975.214074,17885.557515,kensaku
231.86239,1271.34218,1131.991324,6615.748324,kensaku
216.62238,2277.53826,822.919002,5172.237575,kensaku
216.242537,2411.245801,774.285193,5689.824969,kensaku
191.735512,2179.218825,1054.865431,7161.774754,kensaku
190.229251,1674.340968,1369.259625,12979.293352,kensaku
167.66599,2308.745982,1760.891736,10663.493144,kensaku
180.980703,2318.559149,847.387555,10058.268507,kensaku
207.724783,2399.272666,769.121862,8376.485334,kensaku
181.247242,2195.262388,955.165503,7822.07912,kensaku
214.912847,2403.237479,902.822548,6826.699948,kensaku
152.522681,1004.960397,1175.896553,17974.315034,kensaku
