@relation 208.67.220.220_clustered

@attribute Instance_number numeric
@attribute length numeric
@attribute Cluster {cluster0,cluster1}

@data
0,392,cluster1
1,490,cluster0
2,490,cluster0
3,490,cluster0
4,490,cluster0
5,490,cluster0
6,490,cluster0
7,490,cluster0
8,490,cluster0
9,490,cluster0
10,490,cluster0
11,490,cluster0
12,490,cluster0
13,490,cluster0
14,490,cluster0
15,490,cluster0
16,490,cluster0
17,490,cluster0
18,490,cluster0
19,490,cluster0
20,490,cluster0
21,490,cluster0
22,490,cluster0
23,490,cluster0
24,490,cluster0
25,490,cluster0
26,490,cluster0
27,490,cluster0
28,490,cluster0
29,490,cluster0
30,490,cluster0
31,490,cluster0
32,490,cluster0
33,490,cluster0
34,490,cluster0
35,490,cluster0
36,490,cluster0
37,490,cluster0
38,490,cluster0
39,490,cluster0
40,490,cluster0
41,490,cluster0
42,490,cluster0
43,490,cluster0
44,490,cluster0
45,490,cluster0
46,490,cluster0
47,490,cluster0
48,490,cluster0
49,490,cluster0
50,490,cluster0
51,490,cluster0
52,490,cluster0
53,490,cluster0
54,490,cluster0
55,490,cluster0
56,490,cluster0
57,490,cluster0
58,490,cluster0
59,490,cluster0
60,490,cluster0
61,490,cluster0
62,490,cluster0
63,490,cluster0
64,490,cluster0
65,490,cluster0
66,490,cluster0
67,490,cluster0
68,490,cluster0
69,490,cluster0
70,490,cluster0
71,490,cluster0
72,490,cluster0
73,490,cluster0
74,490,cluster0
75,490,cluster0
76,490,cluster0
77,490,cluster0
78,490,cluster0
79,490,cluster0
80,490,cluster0
81,490,cluster0
82,490,cluster0
83,490,cluster0
84,490,cluster0
85,490,cluster0
86,490,cluster0
87,490,cluster0
88,490,cluster0
89,490,cluster0
90,490,cluster0
91,490,cluster0
92,490,cluster0
93,490,cluster0
94,490,cluster0
95,490,cluster0
96,490,cluster0
97,490,cluster0
98,490,cluster0
99,490,cluster0
100,490,cluster0
101,490,cluster0
102,490,cluster0
103,490,cluster0
104,490,cluster0
105,490,cluster0
106,490,cluster0
107,490,cluster0
108,490,cluster0
109,490,cluster0
110,490,cluster0
111,490,cluster0
112,490,cluster0
113,490,cluster0
114,490,cluster0
115,490,cluster0
116,490,cluster0
117,490,cluster0
118,490,cluster0
119,490,cluster0
120,490,cluster0
121,490,cluster0
122,490,cluster0
123,490,cluster0
124,490,cluster0
125,490,cluster0
126,490,cluster0
127,490,cluster0
128,490,cluster0
129,490,cluster0
130,490,cluster0
131,490,cluster0
132,490,cluster0
133,490,cluster0
134,490,cluster0
135,490,cluster0
136,490,cluster0
137,490,cluster0
138,490,cluster0
139,490,cluster0
140,490,cluster0
141,490,cluster0
142,490,cluster0
143,490,cluster0
144,490,cluster0
145,490,cluster0
146,490,cluster0
147,490,cluster0
148,490,cluster0
149,490,cluster0
150,490,cluster0
151,490,cluster0
152,490,cluster0
153,490,cluster0
154,490,cluster0
155,490,cluster0
156,490,cluster0
157,490,cluster0
158,490,cluster0
159,490,cluster0
160,490,cluster0
161,490,cluster0
162,490,cluster0
163,490,cluster0
164,490,cluster0
165,490,cluster0
166,490,cluster0
167,490,cluster0
168,490,cluster0
169,490,cluster0
170,490,cluster0
171,490,cluster0
172,490,cluster0
173,490,cluster0
174,490,cluster0
175,490,cluster0
176,490,cluster0
177,490,cluster0
178,490,cluster0
179,490,cluster0
180,490,cluster0
181,490,cluster0
182,490,cluster0
183,490,cluster0
184,490,cluster0
185,490,cluster0
186,490,cluster0
187,490,cluster0
188,490,cluster0
189,490,cluster0
190,490,cluster0
191,490,cluster0
192,490,cluster0
193,490,cluster0
194,490,cluster0
195,490,cluster0
196,490,cluster0
197,490,cluster0
198,490,cluster0
199,490,cluster0
200,490,cluster0
201,490,cluster0
202,490,cluster0
203,490,cluster0
204,490,cluster0
205,490,cluster0
206,490,cluster0
207,490,cluster0
208,490,cluster0
209,490,cluster0
210,490,cluster0
211,490,cluster0
212,490,cluster0
213,490,cluster0
214,490,cluster0
215,490,cluster0
216,490,cluster0
217,490,cluster0
218,490,cluster0
219,490,cluster0
220,490,cluster0
221,490,cluster0
222,490,cluster0
223,490,cluster0
224,490,cluster0
225,490,cluster0
226,490,cluster0
227,490,cluster0
228,490,cluster0
229,490,cluster0
230,490,cluster0
231,490,cluster0
232,490,cluster0
233,490,cluster0
234,490,cluster0
235,490,cluster0
236,490,cluster0
237,490,cluster0
238,490,cluster0
239,490,cluster0
240,490,cluster0
241,490,cluster0
242,490,cluster0
243,490,cluster0
244,490,cluster0
245,490,cluster0
246,490,cluster0
247,490,cluster0
248,490,cluster0
249,490,cluster0
250,490,cluster0
251,490,cluster0
252,490,cluster0
253,490,cluster0
254,490,cluster0
255,490,cluster0
256,490,cluster0
257,490,cluster0
258,490,cluster0
259,490,cluster0
260,490,cluster0
261,490,cluster0
262,490,cluster0
263,490,cluster0
264,490,cluster0
265,490,cluster0
266,490,cluster0
267,490,cluster0
268,490,cluster0
269,490,cluster0
270,490,cluster0
271,490,cluster0
272,490,cluster0
273,490,cluster0
274,490,cluster0
275,490,cluster0
276,490,cluster0
277,490,cluster0
278,490,cluster0
279,490,cluster0
280,490,cluster0
281,490,cluster0
282,490,cluster0
283,490,cluster0
