@relation 205.251.242.52_clustered

@attribute Instance_number numeric
@attribute length numeric
@attribute Cluster {cluster0,cluster1}

@data
0,5957,cluster0
1,393,cluster1
2,298,cluster1
3,393,cluster1
4,447,cluster1
5,298,cluster1
6,298,cluster1
7,298,cluster1
8,298,cluster1
9,298,cluster1
10,298,cluster1
11,1245,cluster1
12,298,cluster1
13,488,cluster1
14,298,cluster1
15,298,cluster1
16,488,cluster1
17,298,cluster1
18,583,cluster1
19,393,cluster1
20,298,cluster1
21,488,cluster1
22,393,cluster1
23,542,cluster1
24,393,cluster1
25,298,cluster1
26,488,cluster1
27,298,cluster1
28,298,cluster1
29,583,cluster1
30,393,cluster1
31,298,cluster1
32,298,cluster1
33,488,cluster1
34,744,cluster1
35,298,cluster1
36,488,cluster1
37,298,cluster1
38,393,cluster1
39,583,cluster1
40,393,cluster1
41,488,cluster1
42,393,cluster1
43,583,cluster1
44,298,cluster1
45,298,cluster1
46,583,cluster1
47,298,cluster1
48,298,cluster1
49,298,cluster1
50,298,cluster1
51,393,cluster1
52,488,cluster1
53,393,cluster1
54,583,cluster1
55,298,cluster1
56,488,cluster1
57,583,cluster1
58,298,cluster1
59,298,cluster1
60,298,cluster1
61,488,cluster1
62,298,cluster1
63,583,cluster1
64,393,cluster1
65,298,cluster1
66,583,cluster1
67,298,cluster1
68,393,cluster1
69,488,cluster1
70,393,cluster1
71,352,cluster1
72,6593,cluster0
73,393,cluster1
74,298,cluster1
75,583,cluster1
76,393,cluster1
77,724,cluster1
78,583,cluster1
79,488,cluster1
80,298,cluster1
81,298,cluster1
82,298,cluster1
83,298,cluster1
84,298,cluster1
85,298,cluster1
86,488,cluster1
87,298,cluster1
88,488,cluster1
89,298,cluster1
90,298,cluster1
91,298,cluster1
92,393,cluster1
93,488,cluster1
94,426,cluster1
95,583,cluster1
96,393,cluster1
97,393,cluster1
98,488,cluster1
99,393,cluster1
100,488,cluster1
101,298,cluster1
102,298,cluster1
103,393,cluster1
104,488,cluster1
105,393,cluster1
106,583,cluster1
107,298,cluster1
108,583,cluster1
109,298,cluster1
110,488,cluster1
111,298,cluster1
112,298,cluster1
113,298,cluster1
114,298,cluster1
115,488,cluster1
116,298,cluster1
117,298,cluster1
118,488,cluster1
119,488,cluster1
120,298,cluster1
121,298,cluster1
122,393,cluster1
123,393,cluster1
124,488,cluster1
125,298,cluster1
126,298,cluster1
127,298,cluster1
128,298,cluster1
129,393,cluster1
130,298,cluster1
131,488,cluster1
132,298,cluster1
133,298,cluster1
134,488,cluster1
135,393,cluster1
136,583,cluster1
137,203,cluster1
138,488,cluster1
139,583,cluster1
140,298,cluster1
141,488,cluster1
142,393,cluster1
143,6590,cluster0
144,393,cluster1
145,583,cluster1
146,298,cluster1
147,488,cluster1
148,393,cluster1
149,723,cluster1
150,488,cluster1
151,583,cluster1
152,393,cluster1
153,298,cluster1
154,203,cluster1
155,678,cluster1
156,488,cluster1
157,6551,cluster0
158,393,cluster1
159,583,cluster1
160,488,cluster1
161,352,cluster1
162,298,cluster1
163,298,cluster1
164,488,cluster1
165,298,cluster1
166,488,cluster1
167,298,cluster1
168,393,cluster1
169,393,cluster1
170,1156,cluster1
171,298,cluster1
172,393,cluster1
173,298,cluster1
174,393,cluster1
175,488,cluster1
176,393,cluster1
177,393,cluster1
178,583,cluster1
179,393,cluster1
180,488,cluster1
181,393,cluster1
182,393,cluster1
183,583,cluster1
184,393,cluster1
185,298,cluster1
186,298,cluster1
187,298,cluster1
188,298,cluster1
189,488,cluster1
190,393,cluster1
191,298,cluster1
192,298,cluster1
193,298,cluster1
194,583,cluster1
195,298,cluster1
196,298,cluster1
197,298,cluster1
198,583,cluster1
199,393,cluster1
200,488,cluster1
201,352,cluster1
202,393,cluster1
203,298,cluster1
204,583,cluster1
205,393,cluster1
206,488,cluster1
207,393,cluster1
208,393,cluster1
209,488,cluster1
210,393,cluster1
211,298,cluster1
212,298,cluster1
213,298,cluster1
214,203,cluster1
215,583,cluster1
216,298,cluster1
217,298,cluster1
218,488,cluster1
219,393,cluster1
220,298,cluster1
221,393,cluster1
222,298,cluster1
223,393,cluster1
224,488,cluster1
225,393,cluster1
226,298,cluster1
227,298,cluster1
228,488,cluster1
229,298,cluster1
230,352,cluster1
231,488,cluster1
232,298,cluster1
233,488,cluster1
234,393,cluster1
235,488,cluster1
236,393,cluster1
237,298,cluster1
238,488,cluster1
239,278,cluster1
240,6295,cluster0
241,298,cluster1
242,298,cluster1
243,298,cluster1
244,352,cluster1
245,298,cluster1
246,298,cluster1
247,1159,cluster1
248,298,cluster1
249,298,cluster1
250,298,cluster1
251,298,cluster1
252,339,cluster1
253,488,cluster1
254,298,cluster1
255,298,cluster1
256,298,cluster1
257,298,cluster1
258,339,cluster1
259,488,cluster1
260,298,cluster1
261,203,cluster1
262,393,cluster1
263,352,cluster1
264,298,cluster1
265,298,cluster1
266,339,cluster1
267,488,cluster1
268,298,cluster1
269,352,cluster1
270,298,cluster1
271,298,cluster1
272,298,cluster1
273,352,cluster1
274,203,cluster1
275,352,cluster1
276,339,cluster1
277,488,cluster1
278,298,cluster1
279,298,cluster1
280,298,cluster1
281,339,cluster1
282,393,cluster1
283,488,cluster1
284,352,cluster1
285,298,cluster1
286,298,cluster1
287,298,cluster1
288,298,cluster1
289,339,cluster1
290,488,cluster1
291,298,cluster1
292,298,cluster1
293,298,cluster1
294,298,cluster1
295,298,cluster1
296,298,cluster1
297,339,cluster1
298,583,cluster1
299,298,cluster1
300,352,cluster1
301,298,cluster1
302,298,cluster1
303,298,cluster1
304,339,cluster1
305,488,cluster1
306,298,cluster1
307,257,cluster1
308,352,cluster1
309,298,cluster1
310,298,cluster1
311,298,cluster1
312,6470,cluster0
313,298,cluster1
314,488,cluster1
315,883,cluster1
316,583,cluster1
317,298,cluster1
318,393,cluster1
319,298,cluster1
320,393,cluster1
321,426,cluster1
322,488,cluster1
323,298,cluster1
324,298,cluster1
325,298,cluster1
326,488,cluster1
327,298,cluster1
328,298,cluster1
329,298,cluster1
330,298,cluster1
331,298,cluster1
332,298,cluster1
333,298,cluster1
334,298,cluster1
335,298,cluster1
336,393,cluster1
337,298,cluster1
338,488,cluster1
339,393,cluster1
340,298,cluster1
341,488,cluster1
342,298,cluster1
343,298,cluster1
344,298,cluster1
345,488,cluster1
346,298,cluster1
347,298,cluster1
348,298,cluster1
349,488,cluster1
350,298,cluster1
351,298,cluster1
352,298,cluster1
353,393,cluster1
354,298,cluster1
355,488,cluster1
356,393,cluster1
357,298,cluster1
358,488,cluster1
359,298,cluster1
360,298,cluster1
361,393,cluster1
362,393,cluster1
363,393,cluster1
364,393,cluster1
365,298,cluster1
366,298,cluster1
367,298,cluster1
368,488,cluster1
369,298,cluster1
370,488,cluster1
371,298,cluster1
372,298,cluster1
373,298,cluster1
374,393,cluster1
375,640,cluster1
376,202,cluster1
377,5633,cluster0
378,583,cluster1
379,298,cluster1
380,393,cluster1
381,298,cluster1
382,298,cluster1
383,298,cluster1
384,583,cluster1
385,298,cluster1
386,488,cluster1
387,298,cluster1
388,1250,cluster1
389,298,cluster1
390,488,cluster1
391,298,cluster1
392,393,cluster1
393,488,cluster1
394,393,cluster1
395,298,cluster1
396,298,cluster1
397,298,cluster1
398,488,cluster1
399,298,cluster1
400,393,cluster1
401,203,cluster1
402,488,cluster1
403,298,cluster1
404,393,cluster1
405,393,cluster1
406,298,cluster1
407,298,cluster1
408,298,cluster1
409,488,cluster1
410,298,cluster1
411,298,cluster1
412,298,cluster1
413,298,cluster1
414,298,cluster1
415,488,cluster1
416,393,cluster1
417,298,cluster1
418,298,cluster1
419,393,cluster1
420,393,cluster1
421,393,cluster1
422,298,cluster1
423,488,cluster1
424,393,cluster1
425,298,cluster1
426,298,cluster1
427,298,cluster1
428,298,cluster1
429,488,cluster1
430,298,cluster1
431,298,cluster1
432,298,cluster1
433,583,cluster1
434,298,cluster1
435,393,cluster1
436,393,cluster1
437,298,cluster1
438,488,cluster1
439,298,cluster1
440,583,cluster1
441,298,cluster1
442,298,cluster1
443,393,cluster1
444,583,cluster1
445,393,cluster1
446,298,cluster1
447,298,cluster1
448,352,cluster1
449,298,cluster1
450,393,cluster1
451,298,cluster1
452,298,cluster1
453,298,cluster1
454,488,cluster1
455,298,cluster1
456,298,cluster1
457,298,cluster1
458,393,cluster1
459,6689,cluster0
460,298,cluster1
461,1183,cluster1
462,447,cluster1
463,298,cluster1
464,298,cluster1
465,298,cluster1
466,298,cluster1
467,298,cluster1
468,298,cluster1
469,298,cluster1
470,488,cluster1
471,393,cluster1
472,298,cluster1
473,488,cluster1
474,298,cluster1
475,488,cluster1
476,298,cluster1
477,488,cluster1
478,298,cluster1
479,298,cluster1
480,298,cluster1
481,298,cluster1
482,298,cluster1
483,298,cluster1
484,393,cluster1
485,298,cluster1
486,298,cluster1
487,488,cluster1
488,298,cluster1
489,298,cluster1
490,298,cluster1
491,393,cluster1
492,488,cluster1
493,298,cluster1
494,298,cluster1
495,393,cluster1
496,298,cluster1
497,488,cluster1
498,298,cluster1
499,393,cluster1
500,583,cluster1
501,393,cluster1
502,488,cluster1
503,298,cluster1
504,298,cluster1
505,298,cluster1
506,298,cluster1
507,298,cluster1
508,488,cluster1
509,298,cluster1
510,488,cluster1
511,298,cluster1
512,298,cluster1
513,298,cluster1
514,298,cluster1
515,488,cluster1
516,393,cluster1
517,583,cluster1
518,298,cluster1
519,298,cluster1
520,298,cluster1
521,315,cluster1
522,298,cluster1
523,298,cluster1
524,298,cluster1
525,583,cluster1
526,298,cluster1
527,298,cluster1
528,6440,cluster0
529,298,cluster1
530,298,cluster1
531,488,cluster1
532,298,cluster1
533,1157,cluster1
534,393,cluster1
535,298,cluster1
536,678,cluster1
537,298,cluster1
538,298,cluster1
539,298,cluster1
540,298,cluster1
541,298,cluster1
542,393,cluster1
543,298,cluster1
544,488,cluster1
545,298,cluster1
546,393,cluster1
547,298,cluster1
548,298,cluster1
549,298,cluster1
550,583,cluster1
551,298,cluster1
552,298,cluster1
553,298,cluster1
554,488,cluster1
555,393,cluster1
556,393,cluster1
557,583,cluster1
558,298,cluster1
559,298,cluster1
560,393,cluster1
561,298,cluster1
562,298,cluster1
563,393,cluster1
564,488,cluster1
565,298,cluster1
566,298,cluster1
567,298,cluster1
568,298,cluster1
569,298,cluster1
570,298,cluster1
571,298,cluster1
572,298,cluster1
573,298,cluster1
574,298,cluster1
575,298,cluster1
576,298,cluster1
577,298,cluster1
578,298,cluster1
579,298,cluster1
580,298,cluster1
581,203,cluster1
582,488,cluster1
583,298,cluster1
584,298,cluster1
585,298,cluster1
586,488,cluster1
587,298,cluster1
588,298,cluster1
589,298,cluster1
590,298,cluster1
591,488,cluster1
592,298,cluster1
593,447,cluster1
594,393,cluster1
595,298,cluster1
