@relation 54.239.26.180_clustered

@attribute Instance_number numeric
@attribute length numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
0,3715,cluster1
1,733,cluster2
2,3715,cluster1
3,3715,cluster1
4,10935,cluster0
5,108,cluster3
6,3715,cluster1
7,108,cluster3
8,3715,cluster1
9,108,cluster3
10,3715,cluster1
11,108,cluster3
12,1486,cluster2
13,733,cluster2
14,3823,cluster1
15,108,cluster3
16,3715,cluster1
17,108,cluster3
18,3715,cluster1
19,3715,cluster1
