@relation 23.23.189.20_clustered

@attribute Instance_number numeric
@attribute length numeric
@attribute Cluster {cluster0,cluster1}

@data
0,975,cluster0
1,794,cluster1
2,985,cluster0
3,774,cluster1
4,774,cluster1
5,975,cluster0
6,985,cluster0
7,774,cluster1
8,774,cluster1
9,975,cluster0
10,794,cluster1
11,985,cluster0
12,774,cluster1
13,774,cluster1
14,975,cluster0
15,985,cluster0
16,774,cluster1
17,774,cluster1
18,975,cluster0
19,794,cluster1
20,985,cluster0
21,774,cluster1
22,774,cluster1
23,975,cluster0
24,985,cluster0
25,774,cluster1
26,774,cluster1
27,975,cluster0
28,794,cluster1
29,985,cluster0
30,774,cluster1
31,774,cluster1
32,975,cluster0
33,985,cluster0
34,774,cluster1
35,774,cluster1
36,774,cluster1
37,975,cluster0
38,985,cluster0
39,774,cluster1
40,774,cluster1
41,975,cluster0
42,794,cluster1
43,985,cluster0
44,774,cluster1
45,774,cluster1
46,975,cluster0
47,985,cluster0
48,774,cluster1
49,774,cluster1
50,975,cluster0
51,794,cluster1
52,985,cluster0
53,774,cluster1
54,774,cluster1
55,975,cluster0
56,985,cluster0
57,774,cluster1
58,774,cluster1
59,975,cluster0
60,794,cluster1
61,985,cluster0
62,774,cluster1
63,774,cluster1
64,975,cluster0
65,985,cluster0
66,774,cluster1
67,774,cluster1
68,975,cluster0
69,794,cluster1
70,985,cluster0
71,774,cluster1
72,774,cluster1
73,975,cluster0
74,985,cluster0
75,774,cluster1
76,774,cluster1
77,975,cluster0
78,794,cluster1
79,985,cluster0
80,774,cluster1
81,774,cluster1
82,975,cluster0
83,985,cluster0
84,774,cluster1
85,774,cluster1
86,774,cluster1
87,975,cluster0
88,985,cluster0
89,774,cluster1
90,774,cluster1
91,975,cluster0
92,794,cluster1
93,985,cluster0
94,774,cluster1
95,774,cluster1
96,975,cluster0
97,985,cluster0
98,774,cluster1
99,774,cluster1
100,975,cluster0
101,794,cluster1
102,985,cluster0
103,774,cluster1
104,774,cluster1
105,975,cluster0
106,985,cluster0
107,774,cluster1
108,774,cluster1
109,975,cluster0
110,794,cluster1
111,985,cluster0
112,774,cluster1
113,774,cluster1
114,975,cluster0
115,985,cluster0
116,774,cluster1
117,774,cluster1
118,975,cluster0
119,794,cluster1
120,985,cluster0
121,774,cluster1
122,774,cluster1
123,975,cluster0
124,985,cluster0
125,774,cluster1
126,774,cluster1
127,975,cluster0
128,794,cluster1
129,985,cluster0
130,774,cluster1
131,774,cluster1
132,975,cluster0
133,985,cluster0
134,774,cluster1
135,774,cluster1
136,774,cluster1
137,975,cluster0
138,985,cluster0
139,774,cluster1
140,774,cluster1
141,975,cluster0
142,794,cluster1
143,985,cluster0
144,774,cluster1
145,774,cluster1
146,975,cluster0
147,985,cluster0
148,774,cluster1
149,774,cluster1
150,975,cluster0
151,794,cluster1
152,985,cluster0
153,774,cluster1
154,774,cluster1
155,975,cluster0
156,985,cluster0
157,774,cluster1
158,774,cluster1
159,975,cluster0
160,794,cluster1
161,985,cluster0
162,774,cluster1
163,774,cluster1
164,975,cluster0
165,985,cluster0
166,774,cluster1
167,774,cluster1
168,975,cluster0
169,794,cluster1
170,985,cluster0
171,774,cluster1
172,774,cluster1
173,975,cluster0
174,985,cluster0
175,774,cluster1
176,774,cluster1
177,975,cluster0
178,794,cluster1
179,985,cluster0
180,774,cluster1
181,774,cluster1
182,975,cluster0
183,985,cluster0
184,774,cluster1
185,774,cluster1
186,774,cluster1
187,975,cluster0
188,985,cluster0
189,774,cluster1
190,774,cluster1
191,975,cluster0
192,794,cluster1
193,985,cluster0
194,774,cluster1
195,774,cluster1
196,975,cluster0
197,985,cluster0
198,774,cluster1
199,774,cluster1
200,975,cluster0
201,794,cluster1
202,985,cluster0
203,774,cluster1
204,774,cluster1
205,975,cluster0
206,985,cluster0
207,774,cluster1
208,774,cluster1
209,975,cluster0
210,794,cluster1
211,985,cluster0
212,774,cluster1
213,774,cluster1
214,975,cluster0
215,985,cluster0
216,774,cluster1
217,774,cluster1
218,975,cluster0
219,794,cluster1
220,985,cluster0
221,774,cluster1
222,774,cluster1
223,975,cluster0
224,985,cluster0
225,774,cluster1
226,774,cluster1
227,1367,cluster0
228,794,cluster1
229,985,cluster0
230,774,cluster1
231,774,cluster1
232,975,cluster0
233,985,cluster0
234,774,cluster1
235,774,cluster1
236,774,cluster1
237,975,cluster0
238,985,cluster0
239,774,cluster1
240,774,cluster1
241,975,cluster0
242,794,cluster1
243,985,cluster0
244,774,cluster1
245,774,cluster1
246,975,cluster0
247,985,cluster0
248,774,cluster1
249,774,cluster1
250,975,cluster0
251,794,cluster1
252,985,cluster0
253,774,cluster1
254,774,cluster1
255,975,cluster0
256,985,cluster0
257,774,cluster1
258,774,cluster1
259,975,cluster0
260,794,cluster1
261,985,cluster0
262,774,cluster1
263,774,cluster1
264,975,cluster0
265,985,cluster0
266,774,cluster1
267,774,cluster1
268,975,cluster0
269,794,cluster1
270,985,cluster0
271,774,cluster1
272,774,cluster1
273,975,cluster0
274,985,cluster0
275,774,cluster1
276,774,cluster1
277,975,cluster0
278,794,cluster1
279,985,cluster0
280,774,cluster1
281,774,cluster1
282,975,cluster0
283,985,cluster0
284,774,cluster1
285,774,cluster1
286,774,cluster1
287,975,cluster0
288,985,cluster0
289,774,cluster1
290,774,cluster1
291,975,cluster0
292,794,cluster1
293,985,cluster0
294,774,cluster1
295,774,cluster1
