@relation 23.23.189.20_clustered

@attribute Instance_number numeric
@attribute length numeric
@attribute Cluster {cluster0,cluster1}

@data
0,583,cluster1
1,1186,cluster0
2,794,cluster1
3,794,cluster1
4,794,cluster1
5,1186,cluster0
6,794,cluster1
7,794,cluster1
8,794,cluster1
9,794,cluster1
10,1186,cluster0
11,794,cluster1
12,794,cluster1
13,794,cluster1
14,985,cluster0
15,975,cluster0
16,794,cluster1
17,794,cluster1
18,794,cluster1
19,1186,cluster0
20,794,cluster1
21,794,cluster1
22,794,cluster1
23,985,cluster0
24,975,cluster0
25,794,cluster1
26,794,cluster1
27,794,cluster1
28,1186,cluster0
29,794,cluster1
30,794,cluster1
31,794,cluster1
32,985,cluster0
33,975,cluster0
34,794,cluster1
35,794,cluster1
36,794,cluster1
37,1186,cluster0
38,794,cluster1
39,794,cluster1
40,794,cluster1
41,985,cluster0
42,975,cluster0
43,794,cluster1
44,794,cluster1
45,794,cluster1
46,1186,cluster0
47,794,cluster1
48,794,cluster1
49,794,cluster1
50,794,cluster1
51,1186,cluster0
52,794,cluster1
53,794,cluster1
54,794,cluster1
55,1186,cluster0
56,794,cluster1
57,794,cluster1
58,794,cluster1
59,794,cluster1
60,1186,cluster0
61,794,cluster1
62,794,cluster1
63,794,cluster1
64,985,cluster0
65,975,cluster0
66,794,cluster1
67,794,cluster1
68,794,cluster1
69,1186,cluster0
70,794,cluster1
71,794,cluster1
72,794,cluster1
73,985,cluster0
74,975,cluster0
75,794,cluster1
76,794,cluster1
77,794,cluster1
78,1186,cluster0
79,794,cluster1
80,794,cluster1
81,794,cluster1
82,985,cluster0
83,975,cluster0
84,794,cluster1
85,794,cluster1
86,794,cluster1
87,1186,cluster0
88,794,cluster1
89,794,cluster1
90,794,cluster1
91,985,cluster0
92,975,cluster0
93,794,cluster1
94,794,cluster1
95,794,cluster1
96,1186,cluster0
97,794,cluster1
98,794,cluster1
99,794,cluster1
100,794,cluster1
101,1186,cluster0
102,794,cluster1
103,794,cluster1
104,794,cluster1
105,1186,cluster0
106,794,cluster1
107,794,cluster1
108,794,cluster1
109,794,cluster1
110,1186,cluster0
111,794,cluster1
112,794,cluster1
113,794,cluster1
114,985,cluster0
115,975,cluster0
116,794,cluster1
117,794,cluster1
118,794,cluster1
119,1186,cluster0
120,794,cluster1
121,794,cluster1
122,794,cluster1
123,985,cluster0
124,975,cluster0
125,794,cluster1
126,794,cluster1
127,794,cluster1
128,1186,cluster0
129,794,cluster1
130,794,cluster1
131,794,cluster1
132,985,cluster0
133,975,cluster0
134,794,cluster1
135,794,cluster1
136,794,cluster1
137,1186,cluster0
138,794,cluster1
139,794,cluster1
140,794,cluster1
141,985,cluster0
142,975,cluster0
143,794,cluster1
144,794,cluster1
145,794,cluster1
146,1186,cluster0
147,794,cluster1
148,794,cluster1
149,794,cluster1
150,794,cluster1
151,1186,cluster0
152,794,cluster1
153,794,cluster1
154,794,cluster1
155,1186,cluster0
156,794,cluster1
157,794,cluster1
158,794,cluster1
159,794,cluster1
160,1186,cluster0
161,794,cluster1
162,794,cluster1
163,794,cluster1
164,985,cluster0
165,975,cluster0
166,794,cluster1
167,794,cluster1
168,794,cluster1
169,1186,cluster0
170,794,cluster1
171,794,cluster1
172,794,cluster1
173,985,cluster0
174,975,cluster0
175,794,cluster1
176,794,cluster1
177,794,cluster1
178,1186,cluster0
179,794,cluster1
180,794,cluster1
181,794,cluster1
182,985,cluster0
183,975,cluster0
184,794,cluster1
185,794,cluster1
186,794,cluster1
187,1186,cluster0
188,794,cluster1
189,794,cluster1
190,794,cluster1
191,985,cluster0
192,975,cluster0
193,794,cluster1
194,794,cluster1
195,794,cluster1
196,1186,cluster0
197,794,cluster1
198,794,cluster1
199,794,cluster1
200,794,cluster1
201,1186,cluster0
202,794,cluster1
203,794,cluster1
204,794,cluster1
205,1186,cluster0
206,794,cluster1
207,794,cluster1
208,794,cluster1
209,794,cluster1
210,1186,cluster0
211,794,cluster1
212,794,cluster1
213,794,cluster1
214,985,cluster0
215,975,cluster0
216,794,cluster1
217,794,cluster1
218,794,cluster1
219,1186,cluster0
220,794,cluster1
221,794,cluster1
222,794,cluster1
223,985,cluster0
224,975,cluster0
225,794,cluster1
226,794,cluster1
227,794,cluster1
228,1186,cluster0
229,794,cluster1
230,794,cluster1
231,794,cluster1
232,985,cluster0
233,975,cluster0
234,794,cluster1
235,794,cluster1
236,794,cluster1
237,1186,cluster0
238,794,cluster1
239,794,cluster1
240,794,cluster1
241,985,cluster0
242,975,cluster0
243,794,cluster1
244,794,cluster1
245,794,cluster1
246,1186,cluster0
247,794,cluster1
248,794,cluster1
249,794,cluster1
250,794,cluster1
251,1186,cluster0
252,794,cluster1
253,794,cluster1
254,794,cluster1
255,1186,cluster0
256,794,cluster1
257,794,cluster1
258,794,cluster1
259,794,cluster1
260,1186,cluster0
261,794,cluster1
262,794,cluster1
263,794,cluster1
264,985,cluster0
265,975,cluster0
266,794,cluster1
267,794,cluster1
268,794,cluster1
269,1186,cluster0
270,794,cluster1
271,794,cluster1
272,794,cluster1
273,985,cluster0
274,975,cluster0
275,794,cluster1
276,794,cluster1
277,794,cluster1
278,1186,cluster0
279,794,cluster1
280,1186,cluster0
281,794,cluster1
282,985,cluster0
283,975,cluster0
284,794,cluster1
285,794,cluster1
286,794,cluster1
287,1186,cluster0
288,794,cluster1
289,794,cluster1
290,794,cluster1
291,985,cluster0
292,975,cluster0
293,794,cluster1
294,794,cluster1
295,794,cluster1
296,1186,cluster0
297,794,cluster1
298,794,cluster1
299,794,cluster1
300,794,cluster1
301,1186,cluster0
302,794,cluster1
303,794,cluster1
304,794,cluster1
305,1186,cluster0
306,794,cluster1
307,794,cluster1
308,794,cluster1
309,794,cluster1
310,1186,cluster0
311,794,cluster1
312,794,cluster1
313,794,cluster1
314,985,cluster0
315,975,cluster0
316,794,cluster1
317,794,cluster1
318,794,cluster1
319,1186,cluster0
320,794,cluster1
321,794,cluster1
322,794,cluster1
323,985,cluster0
324,975,cluster0
325,794,cluster1
326,794,cluster1
327,794,cluster1
328,1186,cluster0
329,794,cluster1
330,794,cluster1
331,794,cluster1
332,985,cluster0
333,975,cluster0
334,794,cluster1
335,794,cluster1
336,794,cluster1
337,1186,cluster0
338,794,cluster1
339,794,cluster1
340,794,cluster1
341,985,cluster0
342,975,cluster0
343,794,cluster1
344,794,cluster1
345,794,cluster1
346,1186,cluster0
347,794,cluster1
348,794,cluster1
349,794,cluster1
350,794,cluster1
351,1186,cluster0
352,794,cluster1
353,794,cluster1
354,794,cluster1
355,1186,cluster0
356,794,cluster1
357,794,cluster1
358,794,cluster1
359,794,cluster1
360,1186,cluster0
361,794,cluster1
362,794,cluster1
363,794,cluster1
364,985,cluster0
365,975,cluster0
366,794,cluster1
367,794,cluster1
368,794,cluster1
369,1186,cluster0
370,794,cluster1
371,794,cluster1
372,794,cluster1
373,985,cluster0
374,975,cluster0
375,794,cluster1
376,794,cluster1
377,794,cluster1
378,1186,cluster0
379,794,cluster1
380,794,cluster1
381,794,cluster1
382,985,cluster0
383,975,cluster0
384,794,cluster1
385,794,cluster1
386,794,cluster1
387,1186,cluster0
388,794,cluster1
389,794,cluster1
390,794,cluster1
391,985,cluster0
392,975,cluster0
393,794,cluster1
394,794,cluster1
395,794,cluster1
396,1186,cluster0
397,794,cluster1
398,794,cluster1
399,794,cluster1
400,794,cluster1
401,1186,cluster0
402,794,cluster1
403,794,cluster1
404,794,cluster1
405,1186,cluster0
406,794,cluster1
407,794,cluster1
408,794,cluster1
409,794,cluster1
410,1186,cluster0
411,794,cluster1
412,794,cluster1
413,794,cluster1
414,985,cluster0
415,975,cluster0
416,794,cluster1
417,794,cluster1
418,794,cluster1
419,1186,cluster0
420,794,cluster1
421,794,cluster1
422,794,cluster1
423,985,cluster0
424,975,cluster0
425,794,cluster1
426,794,cluster1
427,794,cluster1
428,1186,cluster0
429,794,cluster1
430,794,cluster1
431,794,cluster1
432,985,cluster0
433,975,cluster0
434,794,cluster1
435,794,cluster1
436,794,cluster1
437,1186,cluster0
438,794,cluster1
439,794,cluster1
440,794,cluster1
441,985,cluster0
442,975,cluster0
443,794,cluster1
444,794,cluster1
445,794,cluster1
446,1186,cluster0
447,794,cluster1
448,794,cluster1
449,794,cluster1
450,794,cluster1
451,1186,cluster0
452,794,cluster1
453,794,cluster1
454,794,cluster1
455,1186,cluster0
456,794,cluster1
457,794,cluster1
458,794,cluster1
459,794,cluster1
460,1186,cluster0
461,794,cluster1
462,794,cluster1
463,794,cluster1
464,985,cluster0
465,975,cluster0
466,794,cluster1
467,794,cluster1
468,794,cluster1
469,1186,cluster0
470,794,cluster1
471,794,cluster1
472,794,cluster1
473,985,cluster0
474,975,cluster0
475,794,cluster1
476,794,cluster1
477,794,cluster1
478,1186,cluster0
479,794,cluster1
480,794,cluster1
481,794,cluster1
482,985,cluster0
483,975,cluster0
484,794,cluster1
485,794,cluster1
486,794,cluster1
487,1186,cluster0
488,794,cluster1
489,794,cluster1
490,794,cluster1
491,985,cluster0
492,975,cluster0
493,794,cluster1
494,794,cluster1
495,794,cluster1
496,1186,cluster0
497,794,cluster1
498,794,cluster1
499,794,cluster1
500,794,cluster1
501,1186,cluster0
