@relation 74.125.34.101_clustered

@attribute Instance_number numeric
@attribute length numeric
@attribute Cluster {cluster0,cluster1}

@data
0,1826,cluster0
1,291,cluster1
2,66,cluster1
3,2051,cluster0
4,194,cluster1
5,66,cluster1
6,2051,cluster0
7,194,cluster1
8,66,cluster1
9,1857,cluster0
10,291,cluster1
11,97,cluster1
12,66,cluster1
13,1857,cluster0
14,291,cluster1
15,97,cluster1
16,66,cluster1
17,2148,cluster0
18,97,cluster1
19,66,cluster1
20,2051,cluster0
21,194,cluster1
22,66,cluster1
23,1954,cluster0
24,291,cluster1
25,66,cluster1
26,1954,cluster0
27,291,cluster1
28,66,cluster1
29,1954,cluster0
30,194,cluster1
31,97,cluster1
32,66,cluster1
33,2148,cluster0
34,97,cluster1
35,66,cluster1
36,1954,cluster0
37,194,cluster1
38,97,cluster1
39,66,cluster1
40,2117,cluster0
41,194,cluster1
42,66,cluster1
43,2051,cluster0
44,97,cluster1
45,97,cluster1
46,66,cluster1
47,2117,cluster0
48,194,cluster1
49,66,cluster1
50,2148,cluster0
51,97,cluster1
52,66,cluster1
53,2117,cluster0
54,194,cluster1
55,66,cluster1
56,2214,cluster0
57,97,cluster1
58,66,cluster1
59,1857,cluster0
60,388,cluster1
