time_ave,time_sd,data_ave,data_sd,class
2217.394737,3139.868012,101.8421053,30.42291927,label
182.1825902,1402.498158,443.5095541,718.9841585,label
598.5704225,5.10094977,113,0,label
322.0850202,228.0454995,90.72874494,8.065728445,label
290.0474576,39.44003539,813.5322034,66.96023217,label
7815.272727,15310.79823,90,0,label
10618.875,17078.15403,112.5,38.97114317,label
3270.705882,11080.48128,95.29411765,21.17647059,label
58.95969423,1.528433833,866.5552467,101.796597,label
1875.340909,2956.001491,96.13636364,22.68518831,label
224.9447368,93.56860471,799.5763158,379.1084027,label
1593.238095,5122.518836,98.57142857,26.41891716,label
1235.507246,2403.469109,101.7391304,30.31030445,label
1600.867925,1689.2614,2474.924528,1698.634022,label
1259.776119,1843.347797,718.8358209,885.9063593,label
383.6851852,684.2732107,92.08333333,13.53365147,label
418.6582915,694.3810402,96.33165829,23.01650168,label
1998.703704,3857.936801,96.66666667,23.57022604,label
275.244373,60.98857169,912.4823151,200.9816716,label
257.2994012,2270.564504,419.8173653,741.1604307,label
4206.466667,7878.21379,96,22.44994432,label
2075.390244,3300.661611,96.58536585,23.43748885,label
1571.074074,1784.496774,2398.592593,1703.527327,label
4009.6,1283.990202,622,0,label
366.1759657,658.9607691,90.77253219,8.302474993,label
2321.628571,2107.899036,2889.485714,1402.904912,label
289.2432432,41.44870187,493.5810811,40.3868144,label
3433.08,6737.73062,100.8,29.24653826,label
4451.285714,8155.114569,96.42857143,23.17854391,label
3609.545455,1740.081731,225.8181818,64.38212369,label
566.1842105,1088.383576,96.51315789,23.31872605,label
232.0165746,2063.759061,448.4281768,696.017294,label
1430.636364,4066.026501,96.13636364,22.68518831,label
186.1898734,1431.17077,459.5981013,823.478893,label
59.42186405,5.470827125,72.25648213,33.8228839,label
3185.37037,3725.898193,96.66666667,23.57022604,label
170.5307517,1560.475802,1194.849658,10126.70109,label
598.5211268,5.686304661,113,0,label
404.1753555,741.6745895,91.70616114,12.27369205,label
288.2659933,43.28606538,810.996633,74.95329627,label
1842.733333,3941.000067,103.8666667,36.44514904,label
1513,3221.512786,90,0,label
3037.6,5906.592016,99,27,label
58.95969423,1.528433833,866.2696317,101.9176362,label
1409.928571,2792.14976,94.82142857,20.26530034,label
215.9494949,90.47209221,770.469697,397.3140205,label
1705.444444,5291.851201,97.5,24.87468593,label
930.6321839,1985.52941,95.17241379,20.94667938,label
1499.928571,1647.003858,2642.464286,1609.556527,label
