time_ave1,time_sd1,data_ave1,data_sd1,time_ave2,time_sd2,data_ave2,data_sd2,cluster_num
40018.5,19439.5,980.0,0.0,292.0341296928328,46.52217566213053,488.29351535800004,24.11256011333205,2,sencing
11908.833333333336,8075.037469813307,6293.33333333,198.52595688109798,172.51494252873562,1403.617744941497,359.88735632199996,127.02668269304485,2,sencing
291.0374149659864,36.352422204308716,995.095238095,89.7452807645122,778.9909090909091,559.6505483611999,94.9272727273,40.988847505567996,2,sencing
4255.95,487.4266585856791,2092.15,102.52915439034888,2027.547619047619,1988.6859289296797,115.30952381,74.0004787935727,2,sencing
21778.5,3119.5,180.0,0.0,3684.642857142857,6814.080774471376,90.0,0.0,2,sencing
15107.4,9472.425362070688,6254.0,121.26499907227972,200.97474747474752,1605.036627345271,360.055555556,121.40046404835545,2,sencing
12658.833333333336,9746.344963056094,180.0,0.0,1685.1020408163265,2834.4509474078304,90.0,0.0,2,sencing
602.8226950354609,45.230737632492335,113.0,0.0,0,0,0,0,1,sencing
111.05064935064935,121.43590594558485,99.7636363636,27.182523554240728,128.02105263157895,163.58209962029989,42.0,0.0,2,sencing
20008.75,9604.496612915225,5939.5,220.5136050224566,303.3285198555957,2266.6926646012284,356.317689531,118.13194060478136,2,sencing
7144.9,4000.839573139617,270.0,0.0,6668.916666666668,5024.920073300227,175.5,58.84513573779909,2,sencing
59878.0,0.0,180.0,0.0,319.67041198501875,168.8391850192296,90.0,0.0,2,sencing
5271.4375,3656.363339589455,180.0,0.0,566.7785234899328,931.5221925662621,90.0,0.0,2,sencing
2544.4242424242425,1562.5436727046304,3765.15151515,242.63804208615204,3273.958333333333,2679.2112564329873,391.5,343.2797692844715,2,sencing
22978.5,8399.5,180.0,0.0,1303.5,2420.495502124813,90.0,0.0,2,sencing
4618.0,0.0,180.0,0.0,3088.833333333333,3203.1874966802816,90.0,0.0,2,sencing
289.06418918918916,40.51775471710602,823.6689189189999,87.19261750561171,0,0,0,0,1,sencing
14518.75,25045.021664744072,90.0,0.0,0,0,0,0,1,sencing
4033.95,1031.807417835325,580.5,108.08538291554508,0,0,0,0,1,sencing
33298.0,0.0,1657977.0,0.0,0,0,0,0,1,kensaku
2828.9666666666667,1839.812136846828,3819.46666667,100.71700728057577,3656.095238095238,3184.9373456461603,278.380952381,250.95616695436337,2,sencing
5874.3076923076915,3832.4356060547466,180.0,0.0,511.7546012269939,968.7065697656067,90.0,0.0,2,sencing
12706.8,9000.62772033151,180.0,0.0,416.6536585365852,909.343886787518,90.0,0.0,2,sencing
2814.827586206897,3402.3311285359223,90.0,0.0,0,0,0,0,1,sencing
2621.548387096774,1696.3174504850147,3793.74193548,142.731864051475,4461.4375,3319.9497919537507,275.8125,206.50188217967892,2,sencing
12853.75,10229.323667159035,180.0,0.0,371.982683982684,594.2213280530599,90.0,0.0,2,sencing
11758.0,0.0,180.0,0.0,3374.933333333333,7653.819582114251,90.0,0.0,2,sencing
19198.0,0.0,180.0,0.0,2623.96875,7353.844086107173,90.0,0.0,2,sencing
9988.875,4548.308213981875,180.0,0.0,1249.609375,2386.448843320785,90.0,0.0,2,sencing
16498.666666666668,5973.551725918361,180.0,0.0,1511.2820512820515,3767.074352446116,90.0,0.0,2,sencing
58858.0,0.0,90.0,0.0,0,0,0,0,1,sencing
16870.8,12670.727404533647,6159.4,321.61318380937064,265.2932098765432,2232.671826537799,360.969135802,132.72260233606795,2,sencing
134.68818897637794,66.78156025156636,980.3559055119999,8.941239970582618,106.31592039800995,53.36175886091075,792.009950249,5.986710032434361,2,sencing
291.0374149659864,36.352422204308716,973.554421769,86.75578808449751,4514.736842105263,2876.1166772706288,99.1578947368,47.33893819312046,2,sencing
21358.5,13799.5,180.0,0.0,1750.9714285714285,4267.792955787499,90.0,0.0,2,sencing
