time_ave,time_sd,data_ave,data_sd,ip_number
10345.0,5674.0,180.0,0.0,107.170.224.8_1
369.35497835497836,660.9643187800117,90.0,0.0,107.170.224.8_2
14575.0,2216.0,180.0,0.0,129.6.15.30_1
3440.28,3767.992478973386,90.0,0.0,129.6.15.30_2
17511.0,0.0,180.0,0.0,131.107.13.100_1
4793.7692307692305,8365.414276870491,90.0,0.0,131.107.13.100_2
14337.4,9282.1589212855,180.0,0.0,132.163.4.101_1
987.439024390244,2033.4895640886841,90.0,0.0,132.163.4.101_2
11742.0,10613.411656955552,180.0,0.0,138.236.128.36_1
412.0048309178744,750.1296989148304,90.0,0.0,138.236.128.36_2
18771.0,0.0,180.0,0.0,173.71.69.90_1
4507.0,8071.261753016952,90.0,0.0,173.71.69.90_2
9147.666666666666,8933.847373270315,6277.66666667,339.9468912769889,176.32.100.25_1
189.81290322580645,1447.3081344214688,346.990322581,145.48309923978155,176.32.100.25_2
16881.4,13911.790360697649,6340.0,390.0066666096876,176.32.98.204_1
261.22492401215806,2292.8260494146225,329.844984802,120.8615361672019,176.32.98.204_2
290.2271186440678,39.48824253467655,997.711864407,93.62710943924192,192.168.1.1_1
848.4257425742575,725.5215310454871,106.742574257,44.337734742384704,192.168.1.1_2
13017.4,8636.244220724655,180.0,0.0,198.38.16.1_1
392.8009478672986,689.8595077789643,90.0,0.0,198.38.16.1_2
9535.0,7444.0,180.0,0.0,204.11.201.12_1
3375.222222222222,6136.902073662932,90.0,0.0,204.11.201.12_2
31440.0,31381.0,144135.0,18981.0,205.251.242.52_1
171.31578947368422,1564.0151640754075,540.661327231,2726.316140446257,205.251.242.52_2
20436.333333333332,14705.157855512995,180.0,0.0,206.108.0.131_1
1860.5757575757575,5517.763002095242,90.0,0.0,206.108.0.131_2
24996.333333333332,12017.163873208834,180.0,0.0,206.108.0.132_1
1489.7924528301887,2853.960540765223,90.0,0.0,206.108.0.132_2
7836.454545454545,8245.391399978716,180.0,0.0,207.171.178.6_1
600.645390070922,1119.398528559495,90.0,0.0,207.171.178.6_2
11485.0,10234.0,980.0,0.0,208.67.220.220_1
291.21768707482994,48.75658225324787,490.272108844,4.65775313431937,208.67.220.220_2
20496.333333333332,3586.606690948362,180.0,0.0,208.75.88.4_1
1535.3902439024391,4198.868865557572,90.0,0.0,208.75.88.4_2
19256.333333333332,15678.505484331796,180.0,0.0,208.75.89.4_1
2239.315789473684,3381.196223273208,90.0,0.0,208.75.89.4_2
6278.333333333333,3658.8930323558548,270.0,0.0,224.0.0.22_1
7942.2,6636.205855758244,172.8,62.97428046432924,224.0.0.22_2
134.80757097791798,65.04039661542397,980.61829653,12.344274638110239,23.23.189.20_1
106.18260869565218,51.76240699859217,776.211180124,6.271705106485054,23.23.189.20_2
4009.6,1283.9902024548317,622.0,0.0,239.255.255.250_1
28576.333333333332,17738.395668404988,180.0,0.0,45.79.10.228_1
3901.3636363636365,7505.86443780313,90.0,0.0,45.79.10.228_2
2244.7297297297296,2059.030795992589,3773.16216216,101.98291152920525,54.239.26.180_1
4422.789473684211,4124.295864354461,440.578947368,526.7311624078487,54.239.26.180_2
15885.4,12446.885708481459,6246.2,116.93998460748999,54.239.29.231_1
235.28011204481794,2083.0591084432303,367.226890756,116.84710282823553,54.239.29.231_2
12987.0,13742.98919449477,194.0,24.24871130596428,71.252.219.43_1
2126.3846153846152,4175.580688100787,90.0,0.0,71.252.219.43_2
5287.0,4932.9073432553805,180.0,0.0,72.21.192.213_1
450.41621621621624,714.7688076473984,90.0,0.0,72.21.192.213_2
2651.875,2254.5373659300926,3787.90625,165.8537306211033,72.21.207.109_1
3825.0,2794.104117276559,377.772727273,437.9813125754217,72.21.207.109_2
3250.68,2765.242075768413,3759.56,74.41617028576516,72.21.207.120_1
6688.2,7414.187059954718,714.3,500.6467916605479,72.21.207.120_2
4021.4761904761904,1253.7611080663546,2006.19047619,230.247200292708,74.125.34.101_1
1747.9565217391305,2014.4692575003444,131.130434783,130.14316676772808,74.125.34.101_2
289.2432432432432,41.44870187085087,953.581081081,86.08850046518866,8.8.8.8_1
5658.466666666666,5068.9921400171415,101.466666667,12.971078940816327,8.8.8.8_2
11485.0,10234.0,1624.0,0.0,93.184.216.34_1
290.2271186440678,50.354666962637204,805.484745763,33.830769334274834,93.184.216.34_2
20755.0,2404.0,180.0,0.0,96.244.96.19_1
2158.68,3967.779335799813,90.0,0.0,96.244.96.19_2
1513.0,3221.5127861889587,90.0,0.0,97.107.128.58_1
598.5211267605633,5.686304661398407,113.0,0.0,Tp-LinkT_51:33:e9_1
110.97662337662338,112.09617611804033,98.0727272727,25.932678258384428,Tp-LinkT_51:33:ea_1
129.9619482496195,147.93441329623224,42.0,0.0,Tp-LinkT_51:33:ea_2
