time_ave,time_sd,data_ave,data_sd,ip_number
24793.0,20986.0,4603.0,666.0,108.177.125.101_1
1011.0,1648.912368805571,115.5,54.7243090408641,108.177.125.101_2
64.73780487804878,207.7529126561944,245.463414634,114.28797416858764,108.177.125.188_1
23787.0,0.0,1138.0,0.0,108.177.97.101_1
7587.0,0.0,3253.0,0.0,151.101.130.217_1
902.1111111111111,2384.678335841566,88.0,31.11269837220809,151.101.130.217_2
7587.0,0.0,20500.0,0.0,151.101.76.246_1
817.8,2276.3999999999996,580.8,237.6,151.101.76.246_2
2516.032258064516,3407.1327031719698,5016.19354839,288.89828764383145,172.217.161.195_1
346.3795918367347,418.03115643068026,3331.29795918,256.3291351096073,172.217.161.195_2
7351.8,6271.936428249253,2361.2,666.6340525355721,172.217.161.202_1
1888.948717948718,4449.9379537519335,111.692307692,63.681158444459854,172.217.161.202_2
2593.0,2606.679113354768,4593.625,3494.3682257133405,172.217.161.206_1
842.8039215686274,1669.6453423995126,3299.42156863,796.2205014854701,172.217.161.227_1
15244.6,8919.772050899059,292841.8,130846.05632329926,172.217.161.228_1
4020.4736842105262,8035.36637469775,3800.21052632,13974.21859063456,172.217.161.228_2
7436.090909090909,3273.076547018818,2129.63636364,120.70495412539297,172.217.161.234_1
1905.6976744186047,3549.930543276533,99.7674418605,43.57556239042668,172.217.161.234_2
4203.888888888889,13785.008511216853,4811.33333333,3071.625031369118,172.217.161.238_1
8132.5,11456.78994090404,3228.875,967.837852832281,172.217.24.131_1
80307.0,0.0,965.0,0.0,172.217.25.99_1
20488.333333333332,10647.596953721008,2143.33333333,114.57845444158437,172.217.26.106_1
5603.363636363636,10653.68162802911,90.0,31.74901573277509,172.217.26.106_2
1375.6285714285714,2172.3541290592602,5403.88571429,4447.3225831242935,172.217.26.110_1
4989.571428571428,14428.52576230397,3307.92857143,743.8764744120315,172.217.26.99_1
27583.0,12316.0,2154.0,1189.0,172.217.31.163_1
11196.0,19289.849843894586,546.5,794.602258995027,172.217.31.170_1
2585.7096774193546,4166.961716643298,532.548387097,291.34923492425185,192.168.2.1_1
62.27806309611152,14.646172031031192,195.014673514,25.318248843997388,192.168.2.1_2
4479.727272727273,10838.57378315489,2167.72727273,3555.5501835071905,203.211.199.120_1
508.97938144329896,3893.7799777387077,4125.60824742,198.8900414595305,203.211.199.122_1
510.51020408163265,3883.481134148021,3355.69387755,86.99488703756609,203.211.199.122_2
240.26415094339623,2633.0138814741395,27605.1037736,7090.061823358268,203.211.199.187_1
2753.7586206896553,2660.371164863932,90.0,0.0,216.239.35.0_1
1969.6206896551723,2284.2603332187787,90.0,0.0,216.239.35.12_1
3679.3636363636365,4255.506278452707,90.0,0.0,216.239.35.4_1
12681.0,7770.630090282255,90.0,0.0,216.239.35.8_1
6761.333333333333,13681.198530180834,2695.75,4585.054164074837,216.58.196.227_1
7587.0,0.0,21349.0,0.0,216.58.196.228_1
2588.3333333333335,3577.017503762348,88.0,31.11269837220809,216.58.196.228_2
12969.333333333334,12089.77476584609,2068.33333333,106.67656204100734,216.58.196.234_1
3390.391304347826,8325.000951764567,91.8260869565,32.21078967744523,216.58.196.234_2
424.8809523809524,1639.4777290109498,5310.80952381,4546.203683074981,216.58.196.238_1
16311.0,2844.2911243401227,1976.75,39.480216564755565,216.58.197.10_1
4360.866666666667,7282.300422866999,96.8,40.803921380181094,216.58.197.10_2
18628.333333333332,24253.05178506179,4449.33333333,2890.557770089057,216.58.197.142_1
40887.0,0.0,1232.0,0.0,216.58.197.174_1
825.75,1140.9903993225157,4951.00961538,266.41748957922835,216.58.197.3_1
92.7195652173913,72.47575042599375,3338.3826087,161.08809810074666,216.58.197.3_2
12020.142857142857,7768.755506672159,2153.0,106.46260242115873,216.58.199.234_1
3240.076923076923,6628.493139603837,99.0,37.73694374319313,216.58.199.234_2
176.1006160164271,298.97913255599155,5377.64681725,3643.3126934767483,216.58.199.238_1
7527.0,0.0,62.0,0.0,224.0.0.22_1
3228.5384615384614,6739.096773711132,2762.07692308,691.5069343373835,224.0.0.251_1
101.6047619047619,35.77783267132877,1047.06547619,127.25413922919707,224.0.0.251_2
7587.0,0.0,8651.0,0.0,35.186.224.53_1
2588.3333333333335,3577.017503762348,88.0,31.11269837220809,35.186.224.53_2
119.03225806451613,0.25194353793247315,224.0,0.0,64.233.189.188_1
116.17460317460318,16.437027192828015,66.0,0.0,64.233.189.188_2
81447.0,0.0,5279.0,0.0,74.125.203.139_1
46227.0,0.0,965.0,0.0,74.125.203.94_1
166.0,47.99337075434103,141.204545455,26.036320387851344,74.125.204.188_1
91.6,37.148889620014195,66.0,0.0,74.125.204.188_2
8727.0,0.0,2427.0,0.0,74.125.204.94_1
70527.0,0.0,965.0,0.0,74.125.23.94_1
58.959694232105626,1.5284338333561809,476.564280751,130.19279498726186,8.8.8.8_1
