time_ave,time_sd,data_ave,data_sd
7738.0,3781.0,180.0,0.0
1286.967741935484,2482.968534012241,95.8064516129,22.11030901702422
4990.8,2506.1534589884955,3725.8,32.4
178.4660633484163,1080.7974703547484,341.628959276,75.86543143123372
10358.333333333334,11608.164980832338,984.0,354.9676041556469
1278.952380952381,3892.3708159887597,90.0,0.0
291.0921052631579,2010.0245133202206,458.013157895,675.740938242122
11819.666666666666,4242.442797362021,6038.33333333,38.93869826049944
4252.555555555556,5159.406837377747,996.888888889,339.9060146061439
2578.8,3342.296270530188,1052.4,392.58940383051606
6668.666666666667,2462.532684498263,108.0,0.0
142.04736842105262,761.4759821822603,510.742105263,859.8956679772824
1270.6,2661.063479137617,113.47826087,39.519801932721165
25977.0,0.0,1352.0,0.0
7114.6,6859.584640486624,180.0,0.0
2872.222222222222,1150.087366514946,3715.88888889,3.6649827783268085
9417.0,0.0,10935.0,0.0
431.8775510204082,756.7658935624072,90.0,0.0
286.22340425531917,64.56213471900433,806.20212766,20.333956395819992
708.8888888888889,1385.0889216897426,90.0,0.0
1195.5142857142857,1876.4859159218497,90.0,0.0
976.0952380952381,1656.8625659234012,90.0,0.0
6576.25,4012.701451329266,3854.0,29.103264421710495
4360.8,2826.406403898774,108.0,0.0
7703.4,2673.6546972262518,180.0,0.0
31197.0,0.0,74.0,0.0
84.1128526645768,40.810861902550954,774.0,0.0
369.8951048951049,3348.323690214488,384.111888112,110.51747986258219
615.6835443037975,2081.007348233085,90.0,0.0
14548.0,4291.0,180.0,0.0
686.6666666666666,1357.1352715551784,90.0,0.0
201.08921933085503,86.75628939706999,1072.07434944,97.67133478890648
24358.0,19861.0,6432.5,308.5
16228.0,1771.0,180.0,0.0
1743.9166666666667,2999.082525215929,90.0,0.0
9098.333333333334,4239.600714952084,180.0,0.0
297.3314917127072,312.15363222817746,253.624309392,18.919786047444415
2278.909090909091,9075.194973658547,8385.86363636,4015.831175094329
9928.5,10663.786885998801,180.0,0.0
2354.866666666667,7708.3988295595855,42.0,0.0
2358.866666666667,7691.294142224844,210.0,0.0
2192.8260869565215,8910.611961867247,19737.0869565,2762.5420699223273
687.9310344827586,1275.641405428562,90.0,0.0
411.25757575757575,3938.3039835680743,25192.1363636,356.63283837156473
88.0,31.0,105.0,21.0
8118.666666666667,8760.281610136108,270.0,0.0
10048.5,9886.810949441686,1084.75,144.47382981010782
21868.0,5011.0,180.0,0.0
858.5217391304348,1892.9603769381556,90.0,0.0
174.73462783171522,178.41501235218007,84.0,0.0
199.73605947955392,101.3151118873191,427.189591078,209.18335930439113
2214.5714285714284,5738.820992830766,90.0,0.0
303.09589041095893,2057.152232060987,362.273972603,57.99144015105834
15958.0,8999.0,180.0,0.0
7130.142857142857,5469.5198908802495,108.0,0.0
2949.470588235294,10232.410963770359,16937.2941176,3715.8563380813735
752.7746478873239,2509.6349894361815,90.0,0.0
7138.6,3772.589646383502,180.0,0.0
3137.625,7232.834393194345,2025.625,675.7529018620638
22137.0,0.0,180.0,0.0
3778.846153846154,1537.4585345830078,622.0,0.0
19858.0,2281.0,6193.5,256.5
1198.9375,4373.441164700143,90.0,0.0
2578.8947368421054,1648.4289775974048,3767.21052632,82.74728740815135
2629.4210526315787,9819.514460693426,5683.63157895,3184.124422498301
13048.0,12809.0,405.0,27.0
271.7171717171717,74.49975125767445,1008.62121212,304.7624227123808
39901.0,0.0,180.0,0.0
120.07349665924276,135.37941876761795,42.0,0.0
1456.8918918918919,2222.713702780646,177.081081081,17.289863267366712
1740.8709677419354,2110.9091107087625,928.935483871,925.2299778793924
3761.5714285714284,9020.515963341451,2513.57142857,290.3317595652341
4040.6363636363635,5062.976976815972,191.454545455,26.888198277526335
8718.333333333334,12161.392500678348,324.0,0.0
14678.333333333334,13760.789738318881,98.0,0.0
647.9538461538461,2006.3707490105626,90.0,0.0
509.58490566037733,963.077455964605,126.0,0.0
