time_ave,time_sd,data_ave,data_sd,ip_number
22753.0,12992.806933068774,180.0,0.0,107.170.224.8_1
353.448132780083,461.75964900678423,90.0,0.0,107.170.224.8_2
32720.0,31239.0,180.0,0.0,129.6.15.30_1
2528.7241379310344,3124.1337656971546,90.0,0.0,129.6.15.30_2
11413.0,2040.4489702023916,180.0,0.0,131.107.13.100_1
1978.0,4157.929412580257,90.0,0.0,131.107.13.100_2
13255.4,5352.152822930227,180.0,0.0,132.163.4.101_1
1404.698113207547,2449.0243077208847,90.0,0.0,132.163.4.101_2
43070.0,28131.0,180.0,0.0,138.236.128.36_1
378.215859030837,669.9735823015498,90.0,0.0,138.236.128.36_2
4179.125,8079.200160558903,90.0,0.0,173.71.69.90_1
11833.0,9713.363578081488,6349.0,150.22649566571138,176.32.100.25_1
172.45689655172413,1408.2652442427514,358.129310345,111.66649315093494,176.32.100.25_2
10110.714285714286,8220.886321946518,6325.0,343.47509787049023,176.32.98.204_1
152.44602851323828,1045.2330676077327,360.295315682,123.34142981170656,176.32.98.204_2
289.2094594594595,43.08190712270574,1015.98310811,227.03893667985193,192.168.1.1_1
921.3870967741935,851.9914310268534,94.3978494624,42.84760185380857,192.168.1.1_2
26861.0,0.0,180.0,0.0,198.38.16.1_1
349.827868852459,462.35160122763097,90.0,0.0,198.38.16.1_2
52001.0,0.0,180.0,0.0,204.11.201.12_1
5120.692307692308,8251.284500326323,90.0,0.0,204.11.201.12_2
13969.333333333334,7969.29025837447,6081.83333333,113.87188219905543,205.251.242.52_1
197.34942528735633,1560.652691994108,372.374712644,130.73352665913043,205.251.242.52_2
24761.0,0.0,90.0,0.0,206.108.0.131_1
20799.5,10480.304420674049,180.0,0.0,206.108.0.132_1
1745.9795918367347,2740.6146226325927,90.0,0.0,206.108.0.132_2
5006.176470588235,2516.56919202908,180.0,0.0,207.171.178.6_1
490.9655172413793,857.7094991999536,90.0,0.0,207.171.178.6_2
10567.4,5725.8356804924115,1148.2,289.895429422404,208.67.220.220_1
294.1958762886598,51.886998386413694,489.663230241,5.734982350037085,208.67.220.220_2
53561.0,0.0,180.0,0.0,208.75.88.4_1
4879.181818181818,9760.918006549307,90.0,0.0,208.75.88.4_2
11604.5,7820.18738586231,180.0,0.0,208.75.89.4_1
1375.5263157894738,2351.5893699999897,90.0,0.0,208.75.89.4_2
3798.1428571428573,1388.060458602108,242.095238095,93.67314234278619,224.0.0.22_1
52781.0,0.0,2567.0,0.0,224.0.0.251_1
164.6084452975048,87.77584567605811,1025.34357006,85.36089694567326,23.23.189.20_1
92.92374727668846,48.647398172162006,793.388888889,7.459269698162358,23.23.189.20_2
7423.666666666667,2873.7085601864515,637.0,0.0,239.255.255.250_1
7257.363636363636,4455.124674772705,593.545454545,42.547008518629106,239.255.255.250_2
52781.0,0.0,644.0,0.0,255.255.255.255_1
27200.0,2739.0,180.0,0.0,45.79.10.228_1
2731.1,7474.894366477699,90.0,0.0,45.79.10.228_2
2664.4,2025.3625946975515,3749.8,254.51462302455892,54.239.26.180_1
4681.470588235294,5205.209495898678,358.352941176,398.5010061506924,54.239.26.180_2
15955.4,9062.609107756993,6270.6,341.02938289830684,54.239.29.231_1
303.5163636363636,2260.344748183627,361.487272727,126.68610751781965,54.239.29.231_2
27793.0,18401.04975266357,180.0,0.0,71.252.219.43_1
5289.125,13326.08673746254,90.0,0.0,71.252.219.43_2
6832.5,5270.91118783081,180.0,0.0,72.21.192.213_1
544.0131578947369,862.6078268742783,90.0,0.0,72.21.192.213_2
2798.4,2247.6054902940605,3819.53333333,99.33369127452288,72.21.207.109_1
6528.384615384615,4607.067305755725,215.692307692,69.50305429413169,72.21.207.109_2
2679.064516129032,2489.5549794767876,3796.5483871,90.05906259484968,72.21.207.120_1
6847.5,6179.933231839968,344.5,299.01045132235765,72.21.207.120_2
52781.0,0.0,5904.0,0.0,72.21.215.58_1
4032.4285714285716,1040.9312941705969,2094.61904762,110.61536799734567,74.125.34.101_1
1819.0454545454545,1955.3418900603526,109.363636364,67.53352396776086,74.125.34.101_2
289.2094594594595,43.08190712270574,990.956081081,187.16166257007208,8.8.8.8_1
6062.0,4987.266342539625,88.0,0.0,8.8.8.8_2
10567.4,5725.8356804924115,1966.4,652.8000000000001,93.184.216.34_1
294.1958762886598,51.886998386413694,823.718213058,4.798658701051397,93.184.216.34_2
33140.0,23019.0,180.0,0.0,96.244.96.19_1
2550.3125,9227.789667755966,90.0,0.0,96.244.96.19_2
15521.0,0.0,180.0,0.0,97.107.128.58_1
34580.0,34521.0,90.0,0.0,97.107.128.58_2
52781.0,0.0,42.0,0.0,Broadcast_1
26420.0,26361.0,270.0,0.0,Tp-LinkT_51:33:e9_1
602.7021276595744,43.8041652025245,113.0,0.0,Tp-LinkT_51:33:e9_2
113.27320954907162,129.4366272579196,97.1458885942,25.69154801865819,Tp-LinkT_51:33:ea_1
126.7362962962963,176.45062287282684,42.0,0.0,Tp-LinkT_51:33:ea_2
