time_ave1,time_sd1,data_ave1,data_sd1,time_ave2,time_sd2,data_ave2,data_sd2,cluster_num
76.94218608852755,29.297654760136496,773.836495032,5.4376157829180585,258.3433734939759,53.34421230283471,1150.31325301,51.70850357948846,2,sencing
293.2294520547945,49.88004881275465,490.0,8.110537708303207,7137.333333333332,4520.133355948202,980.0,0.0,2,sencing
3388.722222222222,7683.108180399934,90.0,0.0,20297.33333333333,11214.065820308984,180.0,0.0,2,sencing
2737.548387096774,4011.3345847591054,2924.41935484,2194.905108893034,0,0,0,0,1,sencing
2496.833333333333,3143.6268023132484,90.0,0.0,24737.33333333333,14949.089344245096,180.0,0.0,2,sencing
2782.392857142857,7222.393011318961,90.0,0.0,37646.5,14127.5,180.0,0.0,2,sencing
2391.34375,2859.6675354114045,90.0,0.0,17502.75,7556.579397286844,180.0,0.0,2,sencing
293.2294520547945,49.88004881275465,823.719178082,4.790463058071962,7137.333333333332,4520.133355948202,1640.0,0.0,2,sencing
7585.11111111111,4051.278109558471,592.2222222219999,41.79786751013814,9138.444444444445,5203.097605403729,637.0,0.0,2,sencing
3847.75,3570.3633831166258,288.6,252.10184449940067,2545.09375,1814.8797887080395,3811.625,78.09679490862605,2,sencing
3128.722222222222,5315.637954872769,90.0,0.0,55254.0,0.0,180.0,0.0,2,sencing
2241.2916666666665,4613.358768106367,90.0,0.0,23816.5,16917.5,180.0,0.0,2,sencing
1753.3103448275863,5326.3835379496695,90.0,0.0,11186.5,6447.5,180.0,0.0,2,sencing
393.5391705069125,723.1834191145853,90.0,0.0,11878.0,3214.828766824137,180.0,0.0,2,sencing
186.15584415584416,1516.233294807902,363.85194805199995,117.73578785975998,13630.0,9958.596487457457,6099.2,370.3638211272802,2,sencing
110.76424870466322,122.45524239590034,42.0,0.0,129.47344461305008,138.80279503992838,98.53110773899999,26.132210610625872,2,sencing
4287.1578947368425,1283.5510062305932,238.736842105,53.473891421065595,0,0,0,0,1,sencing
751.5877192982457,497.8758531123417,95.4824561404,44.187247595971954,290.23728813559325,38.776779257629855,994.9762711860001,100.30311406522131,2,sencing
1620.0784313725492,2446.644623850621,90.0,0.0,20637.75,5935.175202763605,180.0,0.0,2,sencing
4212.461538461538,8937.000310854477,90.0,0.0,22314.0,0.0,180.0,0.0,2,sencing
3257.684210526316,7365.261249181734,90.0,0.0,24834.0,0.0,180.0,0.0,2,sencing
391.1788990825688,750.6965878953264,90.0,0.0,20037.75,9665.596447581494,180.0,0.0,2,sencing
602.7943262411347,44.8950735313235,113.0,0.0,0,0,0,0,1,sencing
1608.861111111111,3786.077288000058,90.0,0.0,19237.33333333333,11703.646392850771,180.0,0.0,2,sencing
5668.642857142857,10287.262315304182,90.0,0.0,26786.5,2852.5,180.0,0.0,2,sencing
3461.291666666666,2579.469413774318,391.0,450.2302188880706,2020.3095238095239,1857.0659973411637,3834.42857143,100.30931753169027,2,sencing
364.87606837606836,547.1149873904744,90.0,0.0,15672.75,9186.613477636904,180.0,0.0,2,sencing
479.3072625698324,779.9570540410358,90.0,0.0,10730.875,9904.95770356315,180.0,0.0,2,sencing
4993.6875,4588.089018299857,87.875,0.4841229182759271,290.23728813559325,38.776779257629855,977.0745762710001,103.53066129514656,2,sencing
208.42233009708735,2424.459216307857,432.87378640800006,654.6224462825313,54901.0,0.0,139239.0,0.0,2,kensaku,sencing
189.66744730679162,1169.14191674621,363.07728337199995,111.95780036428543,12838.166666666664,3137.212691581848,6300.33333333,295.63584957774583,2,sencing
2011.0731707317075,2160.7002522358107,109.414634146,57.01860013584618,4539.789473684211,665.7964426512741,2082.26315789,101.77004114295241,2,sencing
180.39150943396226,1494.6909419056226,345.731132075,123.25693509763187,11357.333333333336,7237.628908850067,6001.66666667,420.10263296273473,2,sencing
1764.0,2470.683692214919,90.0,0.0,15142.0,13738.041927436385,180.0,0.0,2,sencing
576.4652777777778,1165.1308338145884,90.0,0.0,7545.11111111111,6363.207514810689,180.0,0.0,2,sencing
