time_ave,time_sd,data_ave,data_sd,ip_number
1176.6612903225807,2470.2627713401876,90.0,0.0,129.250.35.250_1
10977.333333333334,6403.405777830697,180.0,0.0,129.250.35.250_2
852.75,1547.161655257782,90.0,0.0,131.107.13.100_1
7684.0,4738.495637762148,180.0,0.0,131.107.13.100_2
1675.3725490196077,3559.441336208971,90.0,0.0,132.163.4.102_1
17110.0,11382.966397209473,180.0,0.0,132.163.4.102_2
766.9545454545455,2052.943484969652,90.0,0.0,173.71.69.90_1
9148.166666666666,3182.3660179530298,180.0,0.0,173.71.69.90_2
191.71704180064307,1403.659352940955,371.524115756,155.61031765869055,176.32.100.25_1
13872.75,7926.3306256741525,6063.0,84.50739612601964,176.32.100.25_2
179.64835164835165,2121.5527351945743,381.015384615,178.94595471361956,176.32.98.204_1
12848.166666666666,16735.22990995011,5654.5,1107.8101145954572,176.32.98.204_2
780.0454545454545,389.62108367358064,90.8,18.96206739783401,192.168.1.1_1
289.0506756756757,39.047971184141204,496.439189189,60.192790080880926,192.168.1.1_2
1087.8513513513512,2524.420798875549,90.0,0.0,198.55.111.5_1
19707.75,7447.874172372946,180.0,0.0,198.55.111.5_2
507.5416666666667,2546.747888540943,90.0,0.0,199.102.46.77_1
33654.0,0.0,180.0,0.0,199.102.46.77_2
1010.3636363636364,2011.087067345399,90.0,0.0,204.9.54.119_1
11115.42857142857,8228.602864523285,180.0,0.0,204.9.54.119_2
421.9166666666667,3644.4866294274175,369.431372549,158.31771913539487,205.251.242.52_1
27417.333333333332,16473.19050929587,6290.33333333,503.9803788067768,205.251.242.52_2
459.52197802197804,875.3642112082365,90.0,0.0,207.171.178.6_1
6928.583333333333,4481.944545587576,180.0,0.0,207.171.178.6_2
1424.1754385964912,3296.721120243552,90.0,0.0,208.53.158.34_1
20322.75,8554.42237602867,180.0,0.0,208.53.158.34_2
294.2405498281787,42.45204132613787,488.281786942,24.19486281212532,208.67.220.220_1
27746.5,17552.5,980.0,0.0,208.67.220.220_2
4056.6315789473683,1263.3064057433746,221.684210526,55.11046574746984,224.0.0.22_1
84.42772277227722,41.04005799412058,793.791089109,6.636004389644838,23.23.189.20_1
199.983682983683,86.77904967996976,1080.35897436,103.02837228833607,23.23.189.20_2
2121.948717948718,3511.0568424929143,90.0,0.0,23.239.24.67_1
22497.333333333332,6479.213343883312,180.0,0.0,23.239.24.67_2
6211.272727272727,3544.4805771767847,593.545454545,42.547008518629106,239.255.255.250_1
11141.142857142857,6354.015522904088,637.0,0.0,239.255.255.250_2
902.8586956521739,2165.4577163586996,90.0,0.0,45.56.105.98_1
14982.75,16151.354190516038,180.0,0.0,45.56.105.98_2
367.9080459770115,589.6318865694099,90.0,0.0,45.79.109.111_1
5754.0,0.0,180.0,0.0,45.79.109.111_2
1149.6716417910447,1983.6879372722406,90.0,0.0,50.116.52.97_1
9130.0,5704.209322947397,180.0,0.0,50.116.52.97_2
5031.1875,3492.313420548584,174.0,26.267851073127396,54.239.26.180_1
2520.6666666666665,1820.3190973457417,3827.06060606,125.33057848212061,54.239.26.180_2
156.5695652173913,1511.469661112991,371.284782609,150.08196089411362,54.239.29.231_1
11359.333333333334,11120.522794465294,6270.33333333,167.79815917411676,54.239.29.231_2
1008.5679012345679,1899.4762431985928,90.0,0.0,67.18.187.111_1
7220.363636363636,4180.791623011283,180.0,0.0,67.18.187.111_2
577.7414965986394,1035.347364157802,90.0,0.0,72.21.192.213_1
8500.5,4525.669038937779,180.0,0.0,72.21.192.213_2
1913.3023255813953,2477.4782240132217,2364.72093023,2142.3844825234514,72.21.207.109_1
4159.75,4036.7326747630937,363.9,335.8168995151971,72.21.207.120_1
2223.7297297297296,1650.0892465404938,3985.97297297,1151.9754709871331,72.21.207.120_2
335.53846153846155,78.67617700678119,90.0,0.0,74.120.8.2_1
1971.7380952380952,2081.051760866581,132.214285714,86.37529841841793,74.125.34.101_1
4356.631578947368,813.4759214581854,2022.42105263,115.5113645762199,74.125.34.101_2
6123.2307692307695,7613.50617858559,87.3846153846,2.1317548400847715,8.8.8.8_1
293.22945205479454,31.757947269435554,973.561643836,85.41971096857766,8.8.8.8_2
294.2405498281787,43.03092316972286,820.886597938,44.75297827375283,93.184.216.34_1
27746.5,17552.5,1640.0,0.0,93.184.216.34_2
1085.9166666666667,2302.308097624837,90.0,0.0,96.126.105.86_1
12372.75,4320.221891002822,180.0,0.0,96.126.105.86_2
1212.4507042253522,6112.166785269378,106.478873239,49.76051354829015,Broadcast_1
317.54716981132077,268.15558466369777,251.20754717,24.327140283251097,Broadcast_2
602.7943262411347,44.8950735313235,113.0,0.0,Tp-LinkT_51:33:e9_1
112.74934036939314,98.15654648722338,42.0,0.0,Tp-LinkT_51:33:ea_1
129.73030303030302,134.14020251293465,96.7272727273,24.104661597786418,Tp-LinkT_51:33:ea_2
