time_ave1,time_sd1,data_ave1,data_sd1,time_ave2,time_sd2,data_ave2,data_sd2,cluster_num
27295.0,11404.0,180.0,0.0,2483.6666666666665,4365.779909961359,90.0,0.0,2,sencing
3910.6,1314.0550368991396,216.0,61.56947295535346,0,0,0,0,1,sencing
21679.666666666668,15840.655738391079,6080.33333333,123.77757829626854,243.21754385964908,2423.7778070478853,343.84912280699996,117.63187466765513,2,sencing
14836.333333333336,1428.1039489087934,180.0,0.0,360.83928571428567,516.5255932251881,90.0,0.0,2,sencing
9778.0,7088.698540634945,6216.375,272.02754341242735,140.97260273972603,1054.7281928976986,356.022260274,112.8755733204726,2,sencing
134.99684542586752,70.6830575687884,980.951104101,18.42674490524693,106.18260869565218,54.37475387561072,792.32173913,8.989550149048512,2,sencing
4738.529411764705,3554.544897114895,180.0,0.0,409.321243523316,569.3824674258292,90.0,0.0,2,sencing
21417.0,16290.477341072607,180.0,0.0,2312.837837837838,5038.853631496888,90.0,0.0,2,sencing
17277.0,8911.007350462685,180.0,0.0,471.3314917127072,1050.9051613104984,90.0,0.0,2,sencing
3358.1111111111113,6124.225637116989,90.0,0.0,0,0,0,0,1,sencing
19015.0,1796.0,180.0,0.0,2318.757575757576,3299.7442603412046,90.0,0.0,2,sencing
4150.6,940.7383483200841,2082.5,151.0726646352675,1975.8,2005.23399133368,117.875,89.42208549905331,2,sencing
10067.666666666666,4189.654188858816,180.0,0.0,414.3673469387755,732.2443049960051,90.0,0.0,2,sencing
11657.666666666664,5679.716737850773,637.0,0.0,6063.0,3064.9655036332038,595.615384615,39.437464541568296,2,sencing
32515.0,28564.0,1640.0,0.0,293.42465753424665,44.07447551594919,823.719178082,4.790463058071962,2,sencing
291.421768707483,35.92413115988701,988.176870748,82.07924664824756,726.0508474576271,293.862035179131,94.27118644069999,38.3219326980125,2,sencing
291.421768707483,35.92413115988701,973.8367346939999,85.5785862986484,3741.476190476191,4165.825678393953,87.619047619,1.7036708399998397,2,sencing
13929.4,6225.69519330974,6349.0,285.8090271492487,200.84109589041097,1444.2225256229165,360.2,115.87601309571731,2,sencing
5959.857142857143,3087.8449918798633,180.0,0.0,658.9375,1154.243473489779,90.0,0.0,2,sencing
602.7730496453901,44.64332545544698,113.0,0.0,0,0,0,0,1,sencing
120.53041018387552,132.45301852445309,103.128712871,29.353989512900963,118.66990291262137,136.5052489523032,42.0,0.0,2,sencing
11800.714285714286,10831.475584930191,180.0,0.0,1357.229508196721,2541.5997053194837,90.0,0.0,2,sencing
18716.33333333333,11941.47789104105,180.0,0.0,1525.1463414634145,3544.5629787452626,90.0,0.0,2,sencing
11211.0,0.0,180.0,0.0,2844.142857142857,5276.163200892195,90.0,0.0,2,sencing
2233.0,1536.055577393639,3818.21052632,192.77190747162652,7225.545454545455,6996.944220854704,370.90909090900004,308.7489284620212,2,sencing
2711.1666666666665,2266.429932490499,3849.20833333,200.19906326093425,4339.857142857143,3071.03860647322,340.928571429,484.14024890752984,2,sencing
16077.0,13445.427921788134,180.0,0.0,1652.4634146341464,4936.645232452959,90.0,0.0,2,sencing
13556.333333333336,2338.378545535821,180.0,0.0,2375.444444444445,7301.998373521702,90.0,0.0,2,sencing
17425.0,13346.0,180.0,0.0,1492.6410256410254,3679.616782493688,90.0,0.0,2,sencing
2595.625,2059.229979719361,3804.4375,84.45151623120806,4565.222222222223,4292.75570073267,229.05555555599997,210.0006540260245,2,sencing
14262.0,6213.745006032997,180.0,0.0,1722.8823529411764,4212.367056828418,90.0,0.0,2,sencing
27656.33333333333,20067.442642803846,6233.33333333,82.66129014774019,436.92893401015226,3921.845014763165,354.46700507599996,120.41575683892576,2,sencing
18927.0,11049.184223280921,180.0,0.0,1308.225806451613,2529.9582644737816,90.0,0.0,2,sencing
32515.0,28564.0,980.0,0.0,293.42465753424665,44.07447551594919,489.66438356199995,5.725187557208032,2,sencing
31705.0,26974.0,180.0,0.0,1527.0,2528.9415709714913,90.0,0.0,2,sencing
