time_ave1,time_sd1,data_ave1,data_sd1,time_ave2,time_sd2,data_ave2,data_sd2,cluster_num
12490.0,11303.210296194617,90.0,0.0,0,0,0,0,1
68923.0,0.0,180.0,0.0,4359.25,7065.75904892744,90.0,0.0,2
13183.0,0.0,180.0,0.0,2177.8387096774195,4959.031038918105,90.0,0.0,2
17800.0,1821.5056958461591,180.0,0.0,382.3363228699552,681.8582292049148,90.0,0.0,2
292.1877133105802,33.04865973788816,991.061433447,63.09316190502638,823.8461538461537,739.5480268540168,96.40384615379999,46.17494309495662,2
7437.545454545455,6988.785254881063,180.0,0.0,428.96954314720807,627.6943378854846,90.0,0.0,2
1845.3111111111111,1494.9941928125374,3131.44444444,1911.872875313112,0,0,0,0,1
292.1877133105802,33.04865973788816,969.0341296930001,67.38397077761121,5717.9333333333325,3589.9050956195983,116.133333333,72.12014666898256,2
2708.1612903225805,1899.9991018125925,3750.09677419,291.43065958205733,3322.36,2864.180258014499,299.8,290.17222472180214,2
14219.333333333336,13466.78137327385,6338.5,371.45872359298994,207.4106280193237,2028.623386899941,355.533816425,117.47230145899329,2
29211.0,5708.0,180.0,0.0,11719.8,14711.650980090577,90.0,0.0,2
13795.8,8970.05913915845,180.0,0.0,1639.085106382979,2435.436330602071,90.0,0.0,2
126.98813056379822,153.90451346742466,97.33531157270001,25.582073064778122,113.69866666666668,142.9083524438725,42.0,0.0,2
292.1877133105802,33.784029779614684,825.945392491,48.348815285606754,36501.0,35902.0,74.0,0.0,2
11023.0,0.0,180.0,0.0,4923.4,7100.339022891794,90.0,0.0,2
28513.66666666667,11611.536944876085,180.0,0.0,2593.060606060606,3035.91098543393,90.0,0.0,2
4507.631578947368,955.5566143422881,2043.05263158,114.98305306902748,1894.906976744186,2172.6580849589222,124.62790697700001,84.13472674500385,2
57643.0,0.0,180.0,0.0,5928.538461538462,11154.45117510277,90.0,0.0,2
26713.66666666667,6282.097597317493,180.0,0.0,341.176,355.7942790771092,90.0,0.0,2
602.7163120567376,43.97199725310927,113.0,0.0,0,0,0,0,1
26433.66666666667,22119.32375900212,180.0,0.0,1314.8709677419354,2328.972080359188,90.0,0.0,2
16973.666666666668,4551.032508001771,180.0,0.0,348.6489795918368,420.0824302601162,90.0,0.0,2
27711.0,8512.0,180.0,0.0,4276.2307692307695,7406.396800207925,90.0,0.0,2
8049.4,3074.423106860863,270.0,0.0,7623.4,5338.213768668317,178.2,64.12144727000475,2
2708.4666666666667,2491.400994532103,3803.8,83.85956514713554,4674.529411764705,3357.601351764417,243.529411765,206.5911329020964,2
20125.0,11988.604088883745,5950.0,97.25996092945957,270.4777070063694,2189.9948014538204,355.94904458599996,111.35739194649523,2
23923.0,0.0,180.0,0.0,2090.478260869565,4926.838415380248,90.0,0.0,2
7246.636363636364,6298.709929569665,180.0,0.0,662.1317829457364,1194.2800067702867,90.0,0.0,2
12086.333333333336,8656.016148064624,637.0,0.0,6772.666666666668,2898.0478295263206,594.666666667,40.905039081049935,2
278.35714285714283,55.48712013546579,1184.02597403,23.553186028714272,75.28824049513705,26.91477254366929,793.270557029,27.986690179217838,2
9897.0,13297.14360304498,90.0,0.0,0,0,0,0,1
34971.0,16748.0,180.0,0.0,3338.238095238096,2731.5434657379,90.0,0.0,2
12706.333333333336,10930.66522322508,6358.5,654.2463221142325,189.17494089834514,1655.8278932150104,358.65011820300003,123.89542430731129,2
291.1904761904762,35.11329250665043,490.224489796,37.750937442677156,0,0,0,0,1
21133.666666666668,29676.89118189812,46917.6666667,7763.800028909097,256.3,2397.20889399079,426.50714285699996,614.8860869697572,2
