@relation googlehome

@attribute timeave_1 numeric
@attribute timesd_1 numeric
@attribute dataave_1 numeric
@attribute datasd_1 numeric
@attribute timeave_2 numeric
@attribute timesd_2 numeric
@attribute dataave_2 numeric
@attribute datasd_2 numeric
@attribute cluster numeric
@attribute class {streaming,sencing,kensaku}

@data
2753.758620689656,2660.371164863932,90.0,0.0,0,0,0,0,1,sencing
70527.0,0.0,965.0,0.0,0,0,0,0,1,sencing
4203.88888888889,13785.008511216853,4811.33333333,3071.625031369118,0,0,0,0,1,sencing
12020.142857142857,7768.75550667216,2153.0,106.46260242115872,3240.0769230769233,6628.493139603836,99.0,37.73694374319313,2,sencing
23787.0,0.0,1138.0,0.0,0,0,0,0,1,sencing
424.88095238095235,1639.4777290109498,5310.80952381,4546.203683074981,0,0,0,0,1,sencing
4479.727272727273,10838.57378315489,2167.72727273,3555.5501835071905,0,0,0,0,1,sencing
2585.7096774193546,4166.961716643298,532.5483870969999,291.34923492425185,62.278063096111524,14.646172031031194,195.014673514,25.31824884399739,2,sencing
80307.0,0.0,965.0,0.0,0,0,0,0,1,sencing
7351.8,6271.936428249253,2361.2,666.6340525355721,1888.948717948718,4449.9379537519335,111.69230769200001,63.68115844445986,2,sencing
24793.0,20986.0,4603.0,666.0,1011.0,1648.912368805571,115.5,54.72430904086411,2,sencing
2516.032258064516,3407.1327031719698,5016.19354839,288.89828764383145,346.3795918367347,418.03115643068026,3331.29795918,256.3291351096073,2,sencing
15244.6,8919.772050899059,292841.8,130846.05632329926,4020.4736842105267,8035.36637469775,3800.21052632,13974.21859063456,2,kensaku
240.26415094339626,2633.0138814741395,27605.1037736,7090.061823358268,0,0,0,0,1,streaming
12969.333333333336,12089.774765846092,2068.33333333,106.67656204100734,3390.391304347826,8325.000951764567,91.82608695649999,32.21078967744523,2,sencing
16311.0,2844.291124340123,1976.75,39.480216564755565,4360.866666666667,7282.300422867,96.8,40.803921380181094,2,sencing
27583.0,12316.0,2154.0,1189.0,0,0,0,0,1,sencing
3679.363636363637,4255.506278452707,90.0,0.0,0,0,0,0,1,sencing
8132.5,11456.78994090404,3228.875,967.837852832281,0,0,0,0,1,sencing
6761.333333333332,13681.198530180834,2695.75,4585.054164074837,0,0,0,0,1,sencing
7587.0,0.0,21349.0,0.0,2588.333333333333,3577.017503762348,88.0,31.11269837220809,2,sencing
3228.5384615384614,6739.096773711131,2762.07692308,691.5069343373835,101.6047619047619,35.777832671328774,1047.06547619,127.25413922919708,2,sencing
18628.33333333333,24253.05178506179,4449.33333333,2890.557770089057,0,0,0,0,1,sencing
166.0,47.99337075434103,141.204545455,26.036320387851344,91.6,37.1488896200142,66.0,0.0,2,sencing
176.10061601642707,298.97913255599155,5377.64681725,3643.312693476748,0,0,0,0,1,sencing
1375.6285714285714,2172.35412905926,5403.88571429,4447.3225831242935,0,0,0,0,1,sencing
11196.0,19289.849843894586,546.5,794.602258995027,0,0,0,0,1,sencing
7527.0,0.0,62.0,0.0,0,0,0,0,1,sencing
20488.33333333333,10647.596953721008,2143.33333333,114.57845444158436,5603.363636363636,10653.68162802911,90.0,31.749015732775092,2,sencing
1969.6206896551723,2284.260333218779,90.0,0.0,0,0,0,0,1,sencing
46227.0,0.0,965.0,0.0,0,0,0,0,1,sencing
119.03225806451613,0.25194353793247315,224.0,0.0,116.17460317460319,16.437027192828015,66.0,0.0,2,sencing
40887.0,0.0,1232.0,0.0,0,0,0,0,1,sencing
12681.0,7770.630090282255,90.0,0.0,0,0,0,0,1,sencing
2593.0,2606.679113354768,4593.625,3494.3682257133405,0,0,0,0,1,sencing
7587.0,0.0,8651.0,0.0,2588.333333333333,3577.017503762348,88.0,31.11269837220809,2,sencing
8727.0,0.0,2427.0,0.0,0,0,0,0,1,sencing
64.73780487804878,207.7529126561944,245.463414634,114.28797416858765,0,0,0,0,1,sencing
7436.090909090909,3273.0765470188176,2129.63636364,120.70495412539296,1905.6976744186047,3549.930543276533,99.76744186049999,43.57556239042668,2,sencing
7587.0,0.0,20500.0,0.0,817.8,2276.4,580.8,237.6,2,sencing
508.97938144329896,3893.779977738708,4125.60824742,198.8900414595305,510.51020408163276,3883.4811341480213,3355.69387755,86.99488703756609,2,sencing
825.75,1140.9903993225155,4951.00961538,266.41748957922835,92.7195652173913,72.47575042599375,3338.3826086999998,161.08809810074666,2,sencing
4989.571428571428,14428.52576230397,3307.92857143,743.8764744120316,0,0,0,0,1,sencing
58.95969423210562,1.5284338333561809,476.564280751,130.19279498726186,0,0,0,0,1,sencing
842.8039215686273,1669.6453423995126,3299.42156863,796.2205014854701,0,0,0,0,1,sencing
7587.0,0.0,3253.0,0.0,902.1111111111113,2384.678335841566,88.0,31.11269837220809,2,sencing
81447.0,0.0,5279.0,0.0,0,0,0,0,1,sencing
