time_ave,time_sd,data_ave,data_sd,ip_number
12393.6,7686.555837304508,180.0,0.0,107.170.224.8_1
403.96634615384613,768.6240164574019,90.0,0.0,107.170.224.8_2
10936.666666666666,4019.883608044171,180.0,0.0,129.6.15.30_1
3598.65,4462.296306555628,90.0,0.0,129.6.15.30_2
19696.666666666668,2666.7553735245797,180.0,0.0,131.107.13.100_1
2076.0,4978.811477063369,90.0,0.0,131.107.13.100_2
12852.25,5110.925228126508,180.0,0.0,132.163.4.101_1
1393.8833333333334,2373.1302751967823,90.0,0.0,132.163.4.101_2
10717.833333333334,6233.7869821553,180.0,0.0,138.236.128.36_1
500.61538461538464,1141.4255801538666,90.0,0.0,138.236.128.36_2
1491.5121951219512,4430.5513345293775,90.0,0.0,173.71.69.90_1
15515.4,6193.03252373181,5727.8,217.36273829706874,176.32.100.25_1
239.88823529411764,1697.7694499417987,341.414705882,121.7168426461063,176.32.100.25_2
17202.25,17491.340477147543,5602.25,95.99837238203573,176.32.98.204_1
250.31615120274915,2551.110845513473,331.336769759,132.41098931464768,176.32.98.204_2
292.0374149659864,35.51164360337091,991.605442177,64.15314986069957,192.168.1.1_1
874.4387755102041,794.787419483933,106.234693878,44.70374157294417,192.168.1.1_2
17092.0,0.0,180.0,0.0,198.38.16.1_1
338.80971659919027,402.7591079229599,90.0,0.0,198.38.16.1_2
28456.666666666668,10716.98951302194,180.0,0.0,204.11.201.12_1
4072.9523809523807,10343.565842158387,90.0,0.0,204.11.201.12_2
12921.6,12441.340242915954,5733.4,212.79530069999197,205.251.242.52_1
200.6217008797654,1852.9445158676242,350.750733138,117.32607158787262,205.251.242.52_2
12772.0,0.0,180.0,0.0,206.108.0.131_1
2649.590909090909,5453.217487778043,90.0,0.0,206.108.0.131_2
13677.25,5516.409990881751,180.0,0.0,206.108.0.132_1
2393.5,3382.738103006115,90.0,0.0,206.108.0.132_2
7402.3,5405.557326492801,180.0,0.0,207.171.178.6_1
605.3333333333334,1488.7822462778583,90.0,0.0,207.171.178.6_2
68812.0,0.0,980.0,0.0,208.67.220.220_1
292.0374149659864,40.353733039067706,490.333333333,5.705747589541244,208.67.220.220_2
25765.5,10353.5,180.0,0.0,208.75.88.4_1
5798.222222222223,11605.082237037144,90.0,0.0,208.75.88.4_2
25576.666666666668,18050.936380759373,180.0,0.0,208.75.89.4_1
1227.55223880597,2289.7322680198668,90.0,0.0,208.75.89.4_2
11080.857142857143,6575.407699007208,270.0,0.0,224.0.0.22_1
6307.692307692308,3506.5028246347665,203.538461538,43.16803551171664,224.0.0.22_2
134.99684542586752,51.87226475918886,980.61829653,11.819463961130952,23.23.189.20_1
106.18260869565218,45.21410977103584,777.475776398,12.55233900352106,23.23.189.20_2
4116.526315789473,923.7068553229631,622.0,0.0,239.255.255.250_1
8095.5,8036.5,90.0,0.0,45.79.10.228_1
2373.0857142857144,2471.1521011339587,3757.0,61.595918232112936,54.239.26.180_1
6548.416666666667,7732.340875163372,108.0,0.0,54.239.26.180_2
13657.833333333334,7334.255254549633,5565.83333333,164.64043313300112,54.239.29.231_1
186.55,1455.8069836303725,354.239130435,126.29041493158432,54.239.29.231_2
21179.666666666668,9775.516400113545,180.0,0.0,71.252.219.43_1
3061.48,4527.286208050027,90.0,0.0,71.252.219.43_2
2926.344827586207,2122.5778451402302,3781.06896552,90.81771475170993,72.21.207.109_1
5805.642857142857,4284.280496471838,108.0,0.0,72.21.207.109_2
2708.766666666667,2096.570114629023,3748.73333333,66.52464873179633,72.21.207.120_1
16437.6,10962.454097509371,108.0,0.0,72.21.207.120_2
4129.65,902.1335973679285,2023.9,71.90125172762988,74.125.34.101_1
1877.9318181818182,1988.645717770208,134.045454545,72.53461698497502,74.125.34.101_2
291.0440677966102,36.09481051570842,947.972881356,63.34344863455184,8.8.8.8_1
7798.363636363636,10131.228250699349,98.0,0.0,8.8.8.8_2
291.0440677966102,36.09481051570842,809.423728814,50.20858302944599,93.184.216.34_1
42355.5,42056.5,198.0,0.0,93.184.216.34_2
12457.833333333334,12842.606438682487,180.0,0.0,96.244.96.19_1
1626.6739130434783,4084.624883284332,90.0,0.0,96.244.96.19_2
12549.6,7510.087179254313,180.0,0.0,97.107.128.58_1
1009.3066666666666,2609.912391752303,90.0,0.0,97.107.128.58_2
598.5281690140845,5.602682534024937,113.0,0.0,Tp-LinkT_51:33:e9_1
109.60590500641848,114.05231561366118,100.767650834,29.59688393897815,Tp-LinkT_51:33:ea_1
132.15123456790124,174.3793632093282,42.0,0.0,Tp-LinkT_51:33:ea_2
